"","id","lang","previous"
"1003","s14827","eng","no this is the first"
"1004","s14835","eng","No I haven't "
"1005","s14841","eng","no I have not"
"1006","s14845","eng","not that confusing "
"1007","s14848","eng","nope "
"1008","s14852","eng","no, I have not participated in a study similar to this one"
"1009","s14858","eng","Yes, very similar to this. "
"1010","s14869","eng","No I haven't"
"1011","s14871","eng","I participated in a study where they gave us a person and a description of what they did at their job and we then had to decide what type of punishment they should be given based on what they did wrong."
"1012","s14877","eng","Not yet. But, I would like to. "
"1013","s14882","eng","No, I havent"
"1014","s14884","eng","No, I have not participated in a similar study. "
"1015","s14886","eng","I've never participated in a study like this."
"1016","s14887","eng","Yes, it was a study to recall words that were associtated with one another such as ""nail/hammer"" or ""sun/moon"". There were three conditions in which the participants are given a word and are asked to fill in the blank by reading out loud the associated word, typing, and handwriting. At the end, participants are asked to choose through a list of words they remember seeing, however, some of the words included were not mentioned in the experiment but made the partipants think they were mentioned. "
"1017","s14891","eng","Nope."
"1018","s14900","eng","yes, the same one.  I do not know why I was asked to take it twice."
"1019","s14908","eng","no I have not "
"1020","s14925","eng","No I have not done a study like this."
"1021","s14933","eng","No, I have not participated in a study like this before. "
"1022","s14938","eng","No this is my first time."
"1023","s14947","eng","no yet"
"1024","s14948","eng","No I have not ever participated in a similar study.
"
"1025","s14955","eng","I have done a few online studies. "
"1026","s14957","eng","No I haven't."
"1027","s14976","eng","I have never participated in a study quite like this before."
"1028","s14983","eng","I haven't."
"1029","s14984","eng","I have not. "
"1030","s14985","eng","No, not like this."
"1031","s14994","eng","This was my first time participated in this type of study."
"1032","s14998","eng","I have never participated in a similar study "
"1033","s14999","eng","No, I have not "
"1034","s15006","eng","I feel like I may have, but I'm unsure. I have participated in many studies. "
"1035","s15007","eng","never have"
"1036","s15009","eng"," no"
"1037","s15019","eng","Never."
"1038","s15031","eng","No I have not "
"1039","s15043","eng","No, I don't think so."
"1040","s15046","eng","No, but I don't really remember last year's SONA test. "
"1041","s15052","eng","I have done other studies but non with this topic"
"1042","s15069","eng","This study was similar to that of judge case studies."
"1043","s15072","eng","nope this is my first study that is styled this way "
"1044","s15076","eng","no i havent"
"1045","s15077","eng","Nothing like this, no."
"1046","s15078","eng","no, i have never participated in a study like this one"
"1047","s15081","eng","I have not participated in a study like this before."
"1048","s15094","eng","I haven't"
"1049","s15097","eng","no i have not "
"1050","s15099","eng","I have participated in studies in which I answer questions but this study made me think."
"1051","s15101","eng","No, I don't think so."
"1052","s15110","eng","No, I have not"
"1053","s15111","eng","No，I haven't."
"1054","s15112","eng","Somewhat similar."
"1055","s15119","eng","nah"
"1056","s15126","eng","not one about language no"
"1057","s15128","eng","no this was all new"
"1058","s15129","eng","not really"
"1059","s15143","eng","It was the first time"
"1060","s15148","eng","no i havent"
"1061","s15150","eng","No, never"
"1062","s15179","eng","no i havent"
"1063","s15186","eng","NA"
"1064","s15187","eng","nope first time "
"1065","s15192","eng","no, I have not."
"1066","s15193","eng","I haven't."
"1067","s15204","eng","no i have not "
"1068","s15210","eng","No, I have not participated in a study that was similar to this one. "
"1069","s15213","eng","No, I haven't. "
"1070","s15216","eng","not a similar study like this"
"1071","s15226","eng","No, I have not this study was one of a kind!"
"1072","s15236","eng","no, i haven't. "
"1073","s15251","eng","No i have not"
"1074","s15252","eng","not this was quite unique"
"1075","s15253","eng","I have not participated in a study like this one"
"1076","s15254","eng","I have participated in research studies, but not in this format or with the same kinds of questions."
"1077","s15258","eng","I never have"
"1078","s15267","eng","Never"
"1079","s15270","eng","No not like this one"
"1080","s15277","eng","No I have not participated in a similar study"
"1081","s15279","eng","yes I have"
"1082","s15281","eng","Nope, not one like this before."
"1083","s15284","eng","Yes"
"1084","s15288","eng","I have not participated in a similar study"
"1085","s15290","eng","ye"
"1086","s15293","eng","No, I have not"
"1087","s15303","eng","I have not "
"1088","s15307","eng","No I have not "
"1089","s15308","eng","no I have not"
"1090","s15321","eng","no i havent "
"1091","s15323","eng","not at all"
"1092","s15325","eng","n/a"
"1093","s15326","eng","No, the majority of studies I have done are Likert scale formats."
"1094","s15330","eng","I have not yet participated in a survey similar to this one "
"1095","s15332","eng","Yes, it was just like this but linger and the scenarios were longer"
"1096","s15338","eng","No, not yet."
"1097","s15343","eng","No, I have not!"
"1098","s15358","eng","no i havent "
"1099","s15362","eng","No, I have never participated in a study similar to this one."
"1100","s15364","eng","Nope. "
"1101","s15369","eng","No I have not participated in a similar study such as this one."
"1102","s15370","eng","not sure"
"1103","s15373","eng","yes.. I was given scenarios and then given questions based off the scenario"
"1104","s15374","eng","yes, i was given scenarios followed by questions about the scenarios"
"1105","s15379","gre","Δεν έχω συμμετάσχει σε πολλές έρευνες"
"1106","s15380","eng","No, they were mostly true/fase or 1-7 level variable."
"1107","s15381","eng","yes, other sona studies but they were not put up in the same way, they were longer and so much more boring"
"1108","s15398","eng","No, that why it was interesting. "
"1109","s15402","eng","No i havn't this was fun"
"1110","s15411","eng","yes, a juror case"
"1111","s15419","eng","Yes I have, it was very similar to this as it asked me questions about how I felt about the study"
"1112","s15423","eng","There have been studies where I am given a scenario about a situation and asked to give my ideas about them such as the sexual jury studies "
"1113","s15444","eng","Yes, I have been doing SONA this semester"
"1114","s15450","eng","yes, it was similar to this one "
"1115","s15457","eng","No I haven't"
"1116","s15460","eng","no I have not "
"1117","s15472","eng"," no"
"1118","s15484","eng","No, I've never participated in a similar study"
"1119","s15503","eng","No i have not."
"1120","s15543","ger","TESt"
"1121","s15548","gre","..."
"1122","s15553","rum","Nu am mai participat la un astfel de studiu."
"1123","s15579","rum","De acest gen nu"
"1124","s15591","rum","Nu am participat la un studiu similar."
"1125","s15593","rum","La studii da, dar nu similare."
"1126","s15597","rum","Am mai participat la studii de cercetare, insa nu cu acest format."
"1127","s15608","rum","Nu-mi amintesc"
"1128","s15613","rum","nu "
"1129","s15617","rum","da, am mai participat la astfel de studii. Unul asemănător făcea referință la gradul de moralitate al oamenilor."
"1130","s15618","rum","Nu am participat la un studiu similar."
"1131","s15619","rum","Nu am participat la un studiu similar."
"1132","s15623","rum","Nu, nu am participat."
"1133","s15624","rum","Da"
"1134","s15627","rum","La un studiu de acest nivel, cu text citit si verificarea intelegerii/logicii enuntului nu, e prima data. La alte studii in domeniul psihologiei, da!"
"1135","s15633","rum","La studiul pentru coronavirus"
"1136","s15641","rum","La un studiu care sa se asemene in mare cu acesta, nu, nu am participat."
"1137","s15643","rum","oana in prezent, nu"
"1138","s15656","rum","nu "
"1139","s15658","rum","AM PARTICIPAT LA STUDII, DAR NU CA ACESTA."
"1140","s15661","rum","Nu cred că am participat la un studiu de acest gen, cu povesti, ci doar la studii clasice "
"1141","s15662","rum","Nu, nu am participat."
"1142","s15664","rum","Nu am mai participat la un astfel de studiu."
"1143","s15666","rum","nu am participat la studii similare"
"1144","s15667","rum","Nu, este prima oara."
"1145","s15671","rum","Nu-mi amintesc momentan sa fi participat la un studiu similar"
"1146","s15676","rum","Nu, nu am participat la un studiu similar"
"1147","s15687","rum","NU"
"1148","s15697","rum","NU"
"1149","s15705","rum","da"
"1150","s15709","rum","interesant"
"1151","s15717","rum","Nu am participat niciodată la un chestionar similar.
"
"1152","s15769","pol","Nie "
"1153","s15778","pol","coś podobne było na semantyce eksperymentalnej, tylko nie uczestniczyliśmy, a czytaliśmy o innych badaniach"
"1154","s15780","pol","Tak. Badanie było na uniwersytecie w czasach przedpandemicznych. Polegało na wybraniu jednej z trzech odpowiedzi- trolley problem. "
"1155","s15807","pol","Tak, też dotyczyło intuicji językowych, było chyba elementem pracy licencjackiej studentów kognitywistyki."
"1156","s15813","pol"," nie"
"1157","s15814","pol","Uczestniczyłem w badaniu, które miało na celu, że tak się wyrażę, rozwijanie spostrzegawczości socjalnej, rozwijanie empatii i rozwiązywania problemów wynikających ze ścierania się ze sobą różnych kultur, języków, itd."
"1158","s15821","pol","Nigdy."
"1159","s15824","rum","Nu. "
"1160","s15826","rum","Nu îmi amintesc să fi participat la un studiu asemănător"
"1161","s15836","rum","Am participat o data la un studiu atat despre cognitie cat si despre emotii in perioada de pandemie si cum influenteaza asta rezultatele mele ca student. Initial, primul val a fost aplicat in primul an, deci cand nu era inca o pandemie, iar al doilea val a fost aplicat luna aceasta cred, deci e un studiu longirudinal. Au fost itemi care au vizat si aspecte ce tin de facultate, apoi de rezultate si ce atitudine am eu referitor la asta, dar si itemi despre partea relationala, prietenii."
"1162","s15838","rum","Nu cred că am participat la ceva similar."
"1163","s15842","rum","da"
"1164","s15843","rum","Am participat acum câțiva ani, însă nu îmi mai amintesc în ce consta"
"1165","s15844","rum","Țin minte că am mai participat la un studiu asemănător acum ceva timp, deoarece mi s-a părut cunoscut modul de formulare al întrebărilor, însă nu-mi mai amintesc despre ce era vorba. "
"1166","s15849","rum","da"
"1167","s15851","rum","Nu am mai participat la un studiu similar."
"1168","s15852","rum","Da, ni se expuneau mici situatii in care trebuia sa evaluam comportamentul personajului ca fiind unul mora sau imoral pe o scala Likert si cateodata era intrebarea ”dumneavostră cum ati proceda?”."
"1169","s15854","rum","Nu, nu am participat."
"1170","s15855","rum","Da, am participat. Studiul era cu texte asemanatoare, intrebarile fiind cu referire la decizia personajului."
"1171","s15857","rum","Am mai participat o singură dată. Ni se prezentau situații în care persoane de diferite vârste și situații sociale comiteau fapte imorale (ex. ucidere, furt, înșelăciune) și ni se cerea să evaluăm fapta și să oferim o pedeapsă."
"1172","s15877","rum","Nu am participat"
"1173","s15881","rum","Am mai participat și la alte studii, dar care priveau moralitatea din anumite situații."
"1174","s15886","rum","Nu. "
"1175","s15887","rum","Nu chiar, întrebările sunt formulate și structurate diferit, la fel și situațiile. "
"1176","s15888","rum","Da, erau abordate povesti tot in acest gen, iar raspunsurile erau pe o scara Likert."
"1177","s15890","rum","da, tot la fel se aratau niste povesti iar pe baza acelei povesti trebuia sa raspund"
"1178","s15893","rum","nu, este prima data"
"1179","s15895","rum","Nu am participat"
"1180","s15896","rum","Nu am mai participat la vreun studiu similar."
"1181","s15897","rum","Nu am mai participat."
"1182","s15898","rum","Este primul studiu de acest gen la care particip."
"1183","s15907","rum","Am mai participat la studii în care ni se prezentau situații dar itemi din acest studiu sunt complet diferiți de restul cercetărilor la care am participat."
"1184","s15916","rum","Da"
"1185","s15917","rum","Nu am participat la niciun studiu similar."
"1186","s15922","rum","Da la un studiu care viza in ce masura afecteaza emoțiile capacitatea de morala."
"1187","s15927","rum","Am participat odata la un studiu care folosea povesti dar se baza pe atribuirea vinei uneia din cele doua persoane implicate intr-un caz de violenta//viol/injustitie."
"1188","s15929","rum","Cred ca la un singur studiu cu modalitate similara de raspunsuri."
"1189","s15931","rum","La un astfel de studiu nu, dar mi s-a parut interesant."
"1190","s15934","rum","Da. Era vorba despre un studiu aproape identic, însă itemii descriau situații diferite dintr-o zi de muncă a anumitor indivizi."
"1191","s15935","rum","Da"
"1192","s15955","rum","Am participat la un studiu similar în sensul că existau întrebări de verificare a înțelegerii poveștilor, dar tema era moralitatea."
"1193","s15964","rum","Nu. "
"1194","s15967","rum","da, dar nu imi mai amintesc despre ce era"
"1195","s15970","rum","Am participat o dată, dar nu mai țin minte detaliile."
"1196","s15979","rum","Cred că da... doar o dată... stiu că tot așa era niște povestioare la care trebuia sa te gândești foarte logic ca să poți răspunde la întrebările de după... din câte îmi aud eu aminte, voiau să verfice dacă avem capacitatea de a raționa corect și de a fi foarte atenți."
"1197","s15988","rum","Identic cu acest tip de studiu nu, dar am completat multe chestionare in cadrul practicii semestriale si in ajutorul colegilor care au avut nevoie."
"1198","s16005","rum","Nu a fost un studiu similar."
"1199","s16008","rum","Din cate imi amintesc, am mai participat la unul similar"
"1200","s16010","rum","nu am participat"
"1201","s16011","rum","da, unul in care trebuia sa citit povesti cu tenta morala si sa raspundem la intrebari pe baza lor"
"1202","s16014","rum","Da, eram puși să citim situații diferite și să facem decizii însă erau legate de moralitate (ex: pe o șină de tren este un om, pe cealaltă sunt 5, dacă apăsăm un buton, trenul va devia și va omorî doar un om, ce decizie luați?)"
"1203","s16020","rum","Da, dar a fost mai accesibil."
"1204","s16026","rum","Nu știu sigur acest lucru."
"1205","s16029","rum","Da"
"1206","s16030","rum","Prima data particip la un studiu care presupun asa istorioare mai lungi. Recent am participat la un studiu care oferea niste istorioare scurte si apoi ne intreba cat de moral mi se pare acea situatie si cum ma simteam pe moment "
"1207","s16035","rum","Studiul la care am mai participat semănă cu acesta, dar e diferit. În sensul că în studiul anterior evaluam cât de morale sunt anumite decizii (scrise sub formă de povești) și se mai lua în calcul emoțiile pe care le aveam în acel moment.  "
"1208","s16041","rum","Da, cercetarea Emoții și moralitate."
"1209","s16045","rum","Nu am participat"
"1210","s16049","rum","Nu cred"
"1211","s16053","rum","Nu am participat la studii similare."
"1212","s16058","rum","Da. Studiul era despre emotii mixte si moralitate."
"1213","s16066","rum","nu, am participat la un studiu ce implia citirea unei situatii si constatarea dacă actiunea interprinsă de personajul principal este catalogată ca fiind morala sau imporala, în functie de dispozitiile participantilor"
"1214","s16067","rum","Nu am mai participat."
"1215","s16069","rum","Am mai participat la studii ce vizau moralitatea, structurate asemanator. Trebuia sa citim o poveste si sa raspundem la anumiti itemi pe baza ei. "
"1216","s16070","rum","Nu îmi amintesc să fi participat la un astfel de studiu"
"1217","s16076","rum","Studiul silimar la care am mai participat avea la fel 5 povestiri scurte, apoi 5 intrebari cu privire la acele scurte intamplari. "
"1218","s16086","rum","Am participat la un studiu similar în care se prezentau povești. Astfel, se dădeau tot felul de povești/situații privind moralitatea, iar participanții trebuiau să aprecieze măsura în care acestea erau morale sau imorale."
"1219","s16087","rum","Da"
"1220","s16088","rum","Da."
"1221","s16092","rum","Am participat anul trecut, dar nu imi amintesc detalii."
"1222","s16102","rum","La un studiu similar nu, doar la alte studii in general."
"1223","s16106","rum","Studiu similar,nu! Altfel de studii ,da!"
"1224","s16108","rum","Nu am participat la un studiu similar, din ce imi amintesc."
"1225","s16112","rum","Am mai participat dar nu mai tin bine minte. A trecut ceva timp de atunci."
"1226","s16121","rum","Nu îmi mai amintesc exact despre ce era vorba, întrucât am participat acum câțiva ani, dar știu că tipul de abordare era oarecum similar."
"1227","s16122","rum","La unul similar nu, dar mi s-a parut interesant."
"1228","s16131","rum","Da"
"1229","s16132","rum","Nu am participat la un studiu similar."
"1230","s16137","rum","nu-mi aduc aminte"
"1231","s16138","rum","Nu știu."
"1232","s16142","rum","Nu am participat."
"1233","s16147","rum","Nu, nu am mai participat"
"1234","s16154","rum",",jhkh"
"1235","s16168","rum","Nu cred."
"1236","s16169","rum","o singura data"
"1237","s16173","rum","Nu am participat nici la un studiu similar"
"1238","s16175","rum","DA"
"1239","s16189","rum","nu."
"1240","s16191","rum","am mai participat la studii in care se dadea un text, iar dupa trebuia sa raspundem la intrebari legate de acel text"
"1241","s16194","rum","Impactul pandemiei asupra studentilor, Impactul purtarii aparatului dentar asupra increderii de sine al pacientilor etc."
"1242","s16207","rum","Nu, nu-mi amintesc studii asemanatoare, cred ca e primul pe care il completez cu structura asta."
"1243","s16208","rum","Da."
"1244","s16217","rum","Nu, n-am mai participat la un studiu similar."
"1245","s16220","rum","   Nu"
"1246","s16222","rum","Nu, n-am mai participat."
"1247","s16226","rum","Nu, nu am mai participat la studii de genul acesta."
"1248","s16244","rum","Nu, nu cred."
"1249","s16254","rum","da, la un studiu care implica moralitatea"
"1250","s16266","rum","Cred că da"
"1251","s16273","rum","Cred că da"
"1252","s16280","rum","Cred ca da, era destul de similar in sensul ca a constat tot in povesti urmate de intrebari, doar ca intrebarile erau despre moralitatea protagonistului."
"1253","s16283","rum","Nu
"
"1254","s16289","rum","Nu am particicipat la studi de acest gen. "
"1255","s16293","rum","Cercetare de emotii. Am avut la fel niste situatii de genul in care mi s-a cerut sa citesc povestea si dupa care sa raspund cum as proceda eu daca as fi in situatia respectiva"
"1256","s16294","rum","Am participat, insa era intr-un contex diferit si intrebarile erau sub o alta forma"
"1257","s16297","rum","Deși am participat la studii anterior, nu am mai întâlnit sarcini asemănătoare cu acestea."
"1258","s16302","pol","ankieta cech osobowościowych na studia psychologii"
"1259","s16337","rum","Am participat la un studiu asemanator prin faptul ca de asemena era prezentata situatia trebuia sa o citim si apoi sa o analizam si sa spunem cat de moral sauimoral a procedat protagonistul."
"1260","s16383","ger","Ich habe schon an einigen Studien teilgenommen, vergleichbar war jedoch keine."
"1261","s16419","ger","Nein.
"
"1262","s16429","ger","Ich habe an einigen Studien teilgenommen aber nichts in der Art, die mit Wortschatz zu tun haben."
"1263","s16444","ger","ja"
"1264","s16476","ger","Inhaltlich nicht, aber vom Aufbau (Text und Fragen beantworten)
Es ging um eine Forschung zu Emotionen am Arbeitsplatz. Es wurden in Texten verschiedene Situationen dargestellt und es wurden zahlreiche Fragen gestellt, für die man sich in die beschriebene Situation hineinversetzen musste."
"1265","s16487","ger","ich denke schon, ich habe schon an vielen Studien teilgenommen, deshalb bin ich  mir nicht ganz sicher "
"1266","s16518","pol","Uczestniczyłem w kilku badaniach polegających na przeczytaniu krótkiej historii i odpowiedzi na pytania, z tego co pamiętam wszystkie z nich dotyczyły jednak oceny wiarygodności świadków przestępstw."
"1267","s16535","ger","Ich habe noch nie an einer Studie für Psychologie oder ähnlichem teilgenommen."
"1268","s16608","rum","Da, un studiu referitor la accidentele rutiere. "
"1269","s16611","rum","Nu am participat."
"1270","s16612","rum","nu-mi amintesc"
"1271","s16621","rum","Țin minte că evalua percepția unor comportamente și rațiuni, dar nu țin minte natura acestora."
"1272","s16624","rum","Am mai participat la un studiu cu povesti de genul, la care trebuia sa raspundem la fel apoi la niste intrebari, insa era legat de problemele etice."
"1273","s16625","rum","Am participat la un studiu similar în anul II, unde n-i se dădeau mai multe povești și ni se cerea să răspundem  la întrebări legate de înțelegerea poveștii. "
"1274","s16626","rum","Da, am mai participat la un studiu similar, tot in cadrul facultatii, desi acela era doar un exercitiu de seminar in care citeam o poveste, raspunzand apoi la niste intrebari bazate pe acea poveste."
"1275","s16635","rum","Da, am mai participat la un studiu de acest gen în care trebuia să ținem minte detalii ale unui caz de sinucidere și să spunem dacă este întradevăr un caz de sinucidere sau caz de ucidere și să ne gândim cine ar putea fi criminalul."
"1276","s16652","rum","Cu vignete da, dar niciodată nu au fost aceste descrieri."
"1277","s16663","rum","Niciodata unul de acest fel"
"1278","s16670","rum","Da. Am raspuns la intrebari despre jduecati morale"
"1279","s16685","rum","Nu am mai participat la un studiu asemanator."
"1280","s16694","rum","nu cerd"
"1281","s16705","rum","Nu am participat la studii de acest gen"
"1282","s16723","ger","Nein, wäre aber interessiert an Weiteren."
"1283","s16729","rum","Da, dar nu-mi amintesc ce presupunea"
"1284","s16733","rum","Da, de depistare a psihopatului din interior, in acelasi stil cu situatii si intrebari decizionale pe situatia respectiva"
"1285","s16741","ger","NEIN"
"1286","s16742","rum","nu, nu am participat la astfel de studii, dar am participat la niste examene care aveau ca scop verificarea rationamentelor logice"
"1287","s16751","rum","Am mai întâlnit viniete la cercetarea unui student. Erau legate de păreri despre un caz de crimă, cu indicii progresive.Atât."
"1288","s16752","rum","Da. Similar pentru ca folosea acelasi tipar de instrumente: povestioare, pe marginea carora erau intrebari. Dar nu mai stiu despre ce era vorba pentru ca am participat mai de mult"
"1289","s16771","rum","Da, la Psihologie Sociala 1 am avut de efectuat un studiu asemanator, care se concentra pe atentia la detalii in principal."
"1290","s16772","rum","Da, Am participat la un studiu similar in anul II de facultate"
"1291","s16780","rum","Am mai participat la un studiu similar dar nu imi mai amintesc bine."
"1292","s16785","rum","nu am participat la vreun studiu similar"
"1293","s16787","rum","nu, nu am participat"
"1294","s16791","rum","nu "
"1295","s16795","rum","nu am participat"
"1296","s16814","rum","da, un studiu asemănător cu acesta, în care situațiile descrise în text conțineau detaliile semnificative necesare întelegerii profunde a situației."
"1297","s16829","rum","nu sunt sigura"
"1298","s16834","rum","Am participat la multe studii de psihologie, întrucât sunt studentă."
"1299","s16840","rum","NU IMI AMINTESC"
"1300","s16841","rum","Nu am mai participat la astfel de studii."
"1301","s16842","rum","Da.
Dar era mai mult un studiu care iti testa atentia cu care ai citit niste informatii si nu modul de interpretare, care poate fi subiectiv."
"1302","s16845","rum","Am participat la un studiu similar, dar avea ca tema dilemele morale."
"1303","s16853","rum","Am participat la studii care se foloseau de povești, unele folosind povești ce aveau în vedere relațiile de cuplu, iar altele foloseau povești tip dileme"
"1304","s16854","rum","Nu am participat."
"1305","s16855","rum","Am mai participat și în cadul acelui studiu trebuia să citim o serie de texte, din domeniul jjuridic plus moral, după care primeam o serie de întrebări cu privire la opinia noastră."
"1306","s16856","rum","Am participat la un studiu cu tema relațiilor de cuplu, în care se foloseau povești. "
"1307","s16862","rum","Da, dar  imi amintesc foarte vag"
"1308","s16869","rum","Da, am mai participat la un astfel de studiu, insa nu-mi amintesc detaliile."
"1309","s16873","rum","Nu, nu am participat la un studiu similar acestuia."
"1310","s16893","rum","Da, in legatura cu problematica moral/imoral."
"1311","s16901","rum","da, am participat la un singur studiu ce semana destul de mult cu acesta"
"1312","s16905","rum","nu,din ce imi amintesc"
"1313","s16911","rum","Sunt sanse sa fi participat la un studiu similar dar nu imi aduc aminte foarte bine."
"1314","s16915","rum","da, am participat la un studiu usor asemanator. acesta presupunea lecturarea unor scurte povesti in care erau prezentate alegerile facute de persoane in situații dificile. dupa lecturarea povestii trebuia sa facem un scurt rezumat pentru a arata ca am inteles textul si răspundeam la o serie de intreberi referitoare la acesta, la moralitatea deciziilor personajelor "
"1315","s16916","rum","Nu am participat."
"1316","s16917","rum","NU"
"1317","s16918","rum","da, era vorba despre situatii morale si cum  actionam la astfel de situatii"
"1318","s16925","ger","nein noch nie"
"1319","s16932","ger","Nein, leider nicht"
"1320","s16934","rum","Am participat la alte studii, dar nu la unul similar."
"1321","s16936","rum","da"
"1322","s16939","rum","Nu, nu am mai participat. "
"1323","s16942","rum","Nu imi amintesc sa fi participat la un studiu similar."
"1324","s16949","pol","Nie, ale omawialiśmy to zagadnienie na zajęciach "
"1325","s16951","rum","probabil dar nu sunt sigura"
"1326","s16970","rum","Nu am mai participat la un studiu similar."
"1327","s16977","rum","Da, de 2 ori"
"1328","s16982","rum","Nu, nu am mai participat la un studiu similar cu acesta."
"1329","s16984","rum","Am mai participat la un studiu asemănător în care ni se cerea sa fim atenți la niște povești despre diferite crime iar întrebările erau referitoare la cine e criminalul/dacă e crimă sau sinucidere, etc."
"1330","s16987","rum","Nu am mai participat la niciun studiu similar cu acesta."
"1331","s16993","rum","Am mai participat la un studiu similar anul trecut, în anul doi de facultate."
"1332","s17001","rum","Nu întru totul similar."
"1333","s17002","rum","Da, intr-un studiu similar ni s-au prezentat doua povesti in care protagonistul era o femeie, iar ulterior a trebuit sa raspundem unor intrebari care urmareau cat de atenti am fost pe parcurs."
"1334","s17017","rum","da. am mai ăarticipat la un studiu in care s-au utilizat povesti"
"1335","s17018","rum","La un studiu similar, nu "
"1336","s17027","rum","nu "
"1337","s17040","pol","Nie. "
"1338","s17044","rum","nu am mai participat la studii asemanatoare"
"1339","s17047","rum","Da."
"1340","s17065","rum","Am participat la un studiu asemănător în care citeam povești și îmi spuneam părerea despre moralitatea/imoralitatea poveștilor."
"1341","s17067","ger","Nein ich habe noch nie an einer vergleichbaren Studie teilgenommen."
"1342","s17083","rum","Nu am participat."
"1343","s17086","rum","Am mai participat la un studiu similar legat de pandemia generată de Covid-19"
"1344","s17100","rum","Da , am mai patricipat, era asemănător, doar că era despre dileme morale"
"1345","s17101","ger","Sehr ähnliche Studie vor 1 Jahr ca. (?), evtl. sogar mit denselben Texten 
:/"
"1346","s17117","rum","Nu, nu am participat la studii de acest tip, doar la altele diferite"
"1347","s17119","rum","Studiul la care am mai participat măsura gradul de moralitate al oamenilor cu privire la niște situații în care erau amplasați."
"1348","s17122","rum","Am participat la un studiu similar pentru o lucrare de licență."
"1349","s17123","rum","Da"
"1350","s17126","rum","Unul în care mi se prezentau povești și eu să îmi dau cu părerea la cât de reală este."
"1351","s17134","rum","Nu cred ca am participat vreodata la un astfel de studiu."
"1352","s17137","rum","o singura data"
"1353","s17139","rum","Nu am mai participat la un studiu ce genul acesta."
"1354","s17145","rum","Nu am mai participat."
"1355","s17150","rum","A mai fost un studiu in care se vorbea despre moralitate, nu cred ca este cazul in cadrul acestuia."
"1356","s17156","rum","NU"
"1357","s17163","rum","Am mai particpat la un studiu care presupunea citirea unor scenarii, iar apoi urma să atribui anumite valori morale personajelor și să răspund  la întrebări de verificare."
"1358","s17170","ger","c"
"1359","s17178","ger","xy"
"1360","s17181","rum","Nu, nu am participat la vreun studiu similar."
"1361","s17183","rum","am participat la un studiu despre relatiile romantice."
"1362","s17186","rum","Nu am participat la un studiu similar. "
"1363","s17187","rum","Am participat la diverse studii, dar nu țin minte să fi participat la unul similar cu acesta."
"1364","s17190","rum","Nu am participat la vreun studiu similar. "
"1365","s17191","rum","am participal semestrul trecut la un studiu asemanator in care ne erau, de asemenea, prezentate cateva situatii pe care noi trebuia sa le evaluam."
"1366","s17195","ger","Ja, ähnliches Format, Texte und Fragen"
"1367","s17198","rum","DA,AM PARTICIPAT LA UN STUDIU CARE CEREA SA ALEG INTRE ACTIUNI CARE DUCEAU LA RANIREA SAU CHIAR MOARTEA UNEI PERSOANE SAU A MAI MULTORA."
"1368","s17200","rum","Nu. Nu am mai participat pana acum la vreun studiu similar."
"1369","s17209","rum","Nu, nu am participat."
"1370","s17210","rum","Nu cred, Am participat la altfel de studii."
"1371","s17232","rum","Da."
"1372","s17233","rum","Nu am mai participat la un studiu asemanator din punctul de vedere al formularii intrebarilor. Avand in vedere ca nu cunosc  scopul studiului nu pot sa imi dau seama de similitudinea lor."
"1373","s17299","ger","Ich habe an empirischer Forschung in Form von Umfragen zu meinem eigenen Verhalten teilgenommen. "
"1374","s17309","rum","nu mai retin exact"
"1375","s17320","rum","Nu am mai participat la un studiu de acest gen"
"1376","s17322","rum","Nu, nu am mai participat la un studiu similar."
"1377","s17325","rum","din câte îmi amintesc, nu"
"1378","s17327","rum","."
"1379","s17361","rum","da"
"1380","s17363","rum","nu am mai participat la un studiu similar"
"1381","s17395","rum","Nu tin minte sa fi participat la un studiu asemanator in ultima vreme"
"1382","s17416","rum","Am mai participat la studii similare dar nu imi mai aduc bin aminte"
"1383","s17429","rum","nu, nu am participat la ceva similar"
"1384","s17443","ger","Ja. Eine auf einer ähnlichen Plattform durchführte Studie. Ebenfalls Texte, zu denen danach Antworten gegeben werden mussten. Dabei aber keine Regler. "
"1385","s17450","rum","O singura data, chestionarul trebuia completat de persoane intr-o relatie mai lunga de 6 luni de ambele persoane din relatie. Dupa cateva intrebari legate de relatie si parerea noastra despre ea, am primit cateva povestioare cu situatii de cuplu (""x s-a suparat pe y pentru ca y a facut ceva"") iar apoi primeam intrebari despre acele povestioare (""ce parere aveti, a avut dreptate x sa se supere?"", ""de ce s-a suparat x?""). "
"1386","s17477","rum","nu mai stiu"
"1387","s17484","rum","nu, niciodata"
"1388","s17492","rum","da, am avut tot asa povesti si intrebari "
"1389","s17493","rum","nu tin minte sa fi participat"
"1390","s17496","rum","Nu am participat"
"1391","s17508","rum","da"
"1392","s17510","rum","Cred ca a fost similar un studiu in care vizionam un filmulet si apoi erau niste intrebari legate de anumite detalii din filmulet si se cerea parerea in anumite privinte."
"1393","s17512","ger","Ja, es ging um die Hilfsbereitschaft, wobei diese dahingehend untersucht wurde, wie sie sich ändert, wenn man vorher Bilder von Helden sieht."
"1394","s17516","rum","da, despre atitudinea morală  asupra transgenderilor"
"1395","s17517","rum","Am mai participat la un astfel de studiu, insa era mai complex decat trei povestiri!Avea si povestiri si intrebari si cunoasteam scopul testului"
