"","luck_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","luck_vas_combined_source"
"10786","Luck","Emma","s15658","de5a43985156a022e44511202ccd5449","Yes",37,"female",18,"Ignorance","Binary"
"10787","Ability","Darrel","s15658","de5a43985156a022e44511202ccd5449","Yes",37,"female",18,"Gettier","Binary"
"10788","Luck","Gerald","s15658","de5a43985156a022e44511202ccd5449","Yes",37,"female",18,"Knowledge","Binary"
"10789","Luck","Emma","s15659","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Gettier","VAS"
"10790","Luck","Gerald","s15659","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Knowledge","VAS"
"10791","Ability","Darrel","s15659","de5a43985156a022e44511202ccd5449","Yes",22,"female",12,"Ignorance","VAS"
"10795","Ability","Darrel","s15661","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","VAS"
"10796","Luck","Emma","s15661","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","VAS"
"10797","Luck","Gerald","s15661","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"10804","Luck","Gerald","s15666","de5a43985156a022e44511202ccd5449","Yes",31,"male",12,"Ignorance","VAS"
"10805","Ability","Darrel","s15666","de5a43985156a022e44511202ccd5449","Yes",31,"male",12,"Knowledge","VAS"
"10806","Luck","Emma","s15666","de5a43985156a022e44511202ccd5449","Yes",31,"male",12,"Gettier","VAS"
"10810","Luck","Gerald","s15668","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge","VAS"
"10811","Luck","Emma","s15668","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","VAS"
"10812","Luck","Darrel","s15668","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Ignorance","VAS"
"10819","Luck","Gerald","s15671","de5a43985156a022e44511202ccd5449","Yes",40,"female",18,"Knowledge","VAS"
"10820","Luck","Emma","s15671","de5a43985156a022e44511202ccd5449","Yes",40,"female",18,"Ignorance","VAS"
"10821","Ability","Darrel","s15671","de5a43985156a022e44511202ccd5449","Yes",40,"female",18,"Gettier","VAS"
"10825","Luck","Emma","s15673","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Knowledge","VAS"
"10826","Ability","Darrel","s15673","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Gettier","VAS"
"10827","Luck","Gerald","s15673","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Ignorance","VAS"
"10828","Ability","Gerald","s15674","de5a43985156a022e44511202ccd5449","Yes",31,"female",17,"Ignorance","VAS"
"10829","Ability","Darrel","s15674","de5a43985156a022e44511202ccd5449","Yes",31,"female",17,"Gettier","VAS"
"10830","Ability","Emma","s15674","de5a43985156a022e44511202ccd5449","Yes",31,"female",17,"Knowledge","VAS"
"10837","Luck","Gerald","s15678","de5a43985156a022e44511202ccd5449","Yes",40,"female",18,"Knowledge","Binary"
"10838","Luck","Emma","s15678","de5a43985156a022e44511202ccd5449","Yes",40,"female",18,"Gettier","Binary"
"10839","Ability","Darrel","s15678","de5a43985156a022e44511202ccd5449","Yes",40,"female",18,"Ignorance","Binary"
"10840","Ability","Emma","s15679","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Knowledge","Binary"
"10841","Ability","Darrel","s15679","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Gettier","Binary"
"10842","Luck","Gerald","s15679","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Ignorance","Binary"
"10853","Ability","Darrel","s15687","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Ignorance","Binary"
"10854","Luck","Emma","s15687","de5a43985156a022e44511202ccd5449","Yes",36,"female",18,"Gettier","Binary"
"10867","Luck","Emma","s15697","de5a43985156a022e44511202ccd5449","Yes",39,"female",18,"Knowledge","VAS"
"10868","Ability","Darrel","s15697","de5a43985156a022e44511202ccd5449","Yes",39,"female",18,"Gettier","VAS"
"10869","Ability","Gerald","s15697","de5a43985156a022e44511202ccd5449","Yes",39,"female",18,"Ignorance","VAS"
"10883","Ability","Emma","s15709","de5a43985156a022e44511202ccd5449","Yes",34,"male",18,"Ignorance","Binary"
"10884","Luck","Gerald","s15709","de5a43985156a022e44511202ccd5449","Yes",34,"male",18,"Gettier","Binary"
"10892","Luck","Emma","s15717","de5a43985156a022e44511202ccd5449","Yes",24,"female",17,"Ignorance","VAS"
"10893","Luck","Gerald","s15717","de5a43985156a022e44511202ccd5449","Yes",24,"female",17,"Gettier","VAS"
"10918","Luck","Gerald","s15760","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",39,"male",12,"Gettier","VAS"
"10919","Luck","Emma","s15760","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",39,"male",12,"Ignorance","VAS"
"10920","Ability","Darrel","s15760","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",39,"male",12,"Knowledge","VAS"
"10921","Ability","Darrel","s15764","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"female",15,"Gettier","VAS"
"10922","Luck","Gerald","s15764","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"female",15,"Ignorance","VAS"
"10923","Luck","Emma","s15764","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"female",15,"Knowledge","VAS"
"10924","Luck","Emma","s15768","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"female",12,"Ignorance","VAS"
"10925","Luck","Gerald","s15768","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"female",12,"Knowledge","VAS"
"10926","Luck","Darrel","s15768","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"female",12,"Gettier","VAS"
"10951","Luck","Emma","s15780","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Knowledge","VAS"
"10952","Luck","Gerald","s15780","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Ignorance","VAS"
"10953","Luck","Darrel","s15780","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Gettier","VAS"
"10954","Luck","Gerald","s15783","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"male",16,"Gettier","VAS"
"10955","Ability","Emma","s15783","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"male",16,"Ignorance","VAS"
"10956","Ability","Darrel","s15783","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"male",16,"Knowledge","VAS"
"10963","Luck","Gerald","s15790","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",17,"Ignorance","VAS"
"10964","Luck","Emma","s15790","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",17,"Gettier","VAS"
"10965","Ability","Darrel","s15790","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",17,"Knowledge","VAS"
"10972","Luck","Gerald","s15802","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"male",12,"Gettier","VAS"
"10973","Luck","Emma","s15802","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"male",12,"Knowledge","VAS"
"10974","Luck","Darrel","s15802","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",21,"male",12,"Ignorance","VAS"
"10981","Luck","Darrel","s15807","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Gettier","VAS"
"10982","Ability","Emma","s15807","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Ignorance","VAS"
"10983","Luck","Gerald","s15807","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",20,"female",12,"Knowledge","VAS"
"10984","Luck","Gerald","s15813","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",37,"female",12,"Ignorance","VAS"
"10985","Luck","Emma","s15813","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",37,"female",12,"Knowledge","VAS"
"10987","Luck","Emma","s15814","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",25,"male",12,"Gettier","VAS"
"10988","Luck","Darrel","s15814","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",25,"male",12,"Ignorance","VAS"
"10989","Ability","Gerald","s15814","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",25,"male",12,"Knowledge","VAS"
"10990","Luck","Gerald","s15816","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",55,"female",17,"Ignorance","VAS"
"10991","Luck","Emma","s15816","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",55,"female",17,"Gettier","VAS"
"10992","Ability","Darrel","s15816","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",55,"female",17,"Knowledge","VAS"
"10996","Luck","Gerald","s15821","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Gettier","VAS"
"10997","Ability","Darrel","s15821","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Ignorance","VAS"
"10998","Luck","Emma","s15821","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Knowledge","VAS"
"10999","Luck","Darrel","s15822","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Gettier","VAS"
"11000","Luck","Gerald","s15822","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Ignorance","VAS"
"11001","Ability","Emma","s15822","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",22,"female",12,"Knowledge","VAS"
"11020","Ability","Darrel","s15836","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Gettier","Binary"
"11021","Luck","Gerald","s15836","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Ignorance","Binary"
"11022","Luck","Emma","s15836","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Knowledge","Binary"
"11024","Ability","Gerald","s15837","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","Binary"
"11025","Ability","Darrel","s15837","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge","Binary"
"11026","Luck","Emma","s15838","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"11028","Ability","Darrel","s15838","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","VAS"
"11032","Luck","Gerald","s15843","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","Binary"
"11033","Luck","Emma","s15843","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Ignorance","Binary"
"11034","Ability","Darrel","s15843","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge","Binary"
"11041","Luck","Gerald","s15846","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","Binary"
"11042","Luck","Darrel","s15846","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","Binary"
"11043","Luck","Emma","s15846","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","Binary"
"11044","Ability","Darrel","s15848","de5a43985156a022e44511202ccd5449","Yes",20,"female",17,"Knowledge","VAS"
"11045","Luck","Gerald","s15848","de5a43985156a022e44511202ccd5449","Yes",20,"female",17,"Gettier","VAS"
"11046","Ability","Emma","s15848","de5a43985156a022e44511202ccd5449","Yes",20,"female",17,"Ignorance","VAS"
"11054","Luck","Gerald","s15852","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","Binary"
"11055","Luck","Darrel","s15852","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","Binary"
"11059","Luck","Emma","s15854","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","VAS"
"11060","Luck","Darrel","s15854","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","VAS"
"11061","Luck","Gerald","s15854","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","VAS"
"11062","Ability","Gerald","s15855","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Ignorance","Binary"
"11063","Luck","Emma","s15855","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Knowledge","Binary"
"11064","Ability","Darrel","s15855","de5a43985156a022e44511202ccd5449","Yes",21,"female",15,"Gettier","Binary"
"11068","Ability","Darrel","s15857","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","Binary"
"11069","Ability","Emma","s15857","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","Binary"
"11070","Luck","Gerald","s15857","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","Binary"
"11071","Luck","Emma","s15860","de5a43985156a022e44511202ccd5449","Yes",20,"female",17,"Gettier","VAS"
"11072","Ability","Gerald","s15860","de5a43985156a022e44511202ccd5449","Yes",20,"female",17,"Knowledge","VAS"
"11073","Luck","Darrel","s15860","de5a43985156a022e44511202ccd5449","Yes",20,"female",17,"Ignorance","VAS"
"11104","Ability","Gerald","s15881","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","VAS"
"11105","Luck","Emma","s15881","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"11106","Ability","Darrel","s15881","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","VAS"
"11113","Luck","Darrel","s15888","de5a43985156a022e44511202ccd5449","Yes",21,"female",13,"Ignorance","VAS"
"11114","Ability","Gerald","s15888","de5a43985156a022e44511202ccd5449","Yes",21,"female",13,"Gettier","VAS"
"11115","Ability","Emma","s15888","de5a43985156a022e44511202ccd5449","Yes",21,"female",13,"Knowledge","VAS"
"11119","Luck","Emma","s15890","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Gettier","Binary"
"11120","Ability","Darrel","s15890","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Ignorance","Binary"
"11121","Ability","Gerald","s15890","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Knowledge","Binary"
"11122","Luck","Emma","s15892","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Gettier","Binary"
"11123","Luck","Gerald","s15892","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Ignorance","Binary"
"11124","Ability","Darrel","s15892","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Knowledge","Binary"
"11125","Ability","Darrel","s15893","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","Binary"
"11126","Ability","Emma","s15893","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","Binary"
"11127","Ability","Gerald","s15893","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","Binary"
"11131","Ability","Darrel","s15896","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","VAS"
"11132","Luck","Emma","s15896","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","VAS"
"11133","Luck","Gerald","s15896","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","VAS"
"11134","Ability","Darrel","s15897","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Knowledge","Binary"
"11135","Luck","Emma","s15897","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Gettier","Binary"
"11136","Luck","Gerald","s15897","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Ignorance","Binary"
"11152","Luck","Gerald","s15907","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","Binary"
"11153","Luck","Emma","s15907","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","Binary"
"11154","Ability","Darrel","s15907","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","Binary"
"11167","Luck","Darrel","s15917","de5a43985156a022e44511202ccd5449","Yes",24,"female",14,"Ignorance","VAS"
"11168","Luck","Gerald","s15917","de5a43985156a022e44511202ccd5449","Yes",24,"female",14,"Gettier","VAS"
"11169","Luck","Emma","s15917","de5a43985156a022e44511202ccd5449","Yes",24,"female",14,"Knowledge","VAS"
"11173","Ability","Emma","s15919","de5a43985156a022e44511202ccd5449","Yes",22,"male",12,"Ignorance","Binary"
"11174","Luck","Darrel","s15919","de5a43985156a022e44511202ccd5449","Yes",22,"male",12,"Gettier","Binary"
"11175","Luck","Gerald","s15919","de5a43985156a022e44511202ccd5449","Yes",22,"male",12,"Knowledge","Binary"
"11182","Ability","Darrel","s15922","de5a43985156a022e44511202ccd5449","Yes",32,"female",17,"Gettier","VAS"
"11184","Luck","Emma","s15922","de5a43985156a022e44511202ccd5449","Yes",32,"female",17,"Knowledge","VAS"
"11188","Luck","Gerald","s15927","de5a43985156a022e44511202ccd5449","Yes",20,"male",12,"Ignorance","Binary"
"11189","Ability","Darrel","s15927","de5a43985156a022e44511202ccd5449","Yes",20,"male",12,"Gettier","Binary"
"11190","Luck","Emma","s15927","de5a43985156a022e44511202ccd5449","Yes",20,"male",12,"Knowledge","Binary"
"11191","Ability","Gerald","s15929","de5a43985156a022e44511202ccd5449","Yes",24,"female",17,"Knowledge","Binary"
"11192","Luck","Emma","s15929","de5a43985156a022e44511202ccd5449","Yes",24,"female",17,"Gettier","Binary"
"11193","Ability","Darrel","s15929","de5a43985156a022e44511202ccd5449","Yes",24,"female",17,"Ignorance","Binary"
"11200","Luck","Emma","s15931","de5a43985156a022e44511202ccd5449","Yes",21,"female",16,"Knowledge","VAS"
"11201","Ability","Darrel","s15931","de5a43985156a022e44511202ccd5449","Yes",21,"female",16,"Gettier","VAS"
"11209","Ability","Gerald","s15936","de5a43985156a022e44511202ccd5449","Yes",20,"male",13,"Gettier","VAS"
"11210","Luck","Emma","s15936","de5a43985156a022e44511202ccd5449","Yes",20,"male",13,"Ignorance","VAS"
"11211","Ability","Darrel","s15936","de5a43985156a022e44511202ccd5449","Yes",20,"male",13,"Knowledge","VAS"
"11215","Luck","Emma","s15942","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Knowledge","Binary"
"11216","Luck","Gerald","s15942","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Gettier","Binary"
"11217","Ability","Darrel","s15942","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Ignorance","Binary"
"11230","Luck","Gerald","s15955","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Ignorance","VAS"
"11231","Ability","Darrel","s15955","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Knowledge","VAS"
"11232","Luck","Emma","s15955","de5a43985156a022e44511202ccd5449","Yes",19,"female",14,"Gettier","VAS"
"11233","Luck","Emma","s15956","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Knowledge","Binary"
"11234","Luck","Gerald","s15956","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Ignorance","Binary"
"11235","Ability","Darrel","s15956","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Gettier","Binary"
"11251","Luck","Emma","s15967","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Knowledge","Binary"
"11252","Ability","Darrel","s15967","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Gettier","Binary"
"11253","Ability","Gerald","s15967","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Ignorance","Binary"
"11257","Ability","Darrel","s15970","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"11266","Luck","Gerald","s15979","de5a43985156a022e44511202ccd5449","Yes",19,"male",13,"Gettier","VAS"
"11267","Luck","Darrel","s15979","de5a43985156a022e44511202ccd5449","Yes",19,"male",13,"Ignorance","VAS"
"11268","Luck","Emma","s15979","de5a43985156a022e44511202ccd5449","Yes",19,"male",13,"Knowledge","VAS"
"11275","Ability","Darrel","s15985","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","VAS"
"11276","Luck","Emma","s15985","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"11278","Luck","Gerald","s15988","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Knowledge","Binary"
"11279","Ability","Darrel","s15988","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Ignorance","Binary"
"11280","Luck","Emma","s15988","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Gettier","Binary"
"11293","Luck","Gerald","s16005","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"11294","Ability","Darrel","s16005","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","VAS"
"11295","Ability","Emma","s16005","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","VAS"
"11296","Luck","Darrel","s16008","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","Binary"
"11297","Luck","Gerald","s16008","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","Binary"
"11298","Luck","Emma","s16008","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","Binary"
"11332","Ability","Emma","s16024","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Ignorance","Binary"
"11333","Luck","Gerald","s16024","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge","Binary"
"11334","Ability","Darrel","s16024","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","Binary"
"11338","Luck","Emma","s16026","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","Binary"
"11339","Ability","Darrel","s16026","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge","Binary"
"11340","Luck","Gerald","s16026","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Ignorance","Binary"
"11350","Luck","Gerald","s16034","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","VAS"
"11351","Ability","Darrel","s16034","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","VAS"
"11352","Luck","Emma","s16034","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","VAS"
"11353","Ability","Gerald","s16035","de5a43985156a022e44511202ccd5449","Yes",20,"male",17,"Gettier","Binary"
"11354","Ability","Darrel","s16035","de5a43985156a022e44511202ccd5449","Yes",20,"male",17,"Knowledge","Binary"
"11359","Luck","Gerald","s16037","de5a43985156a022e44511202ccd5449","Yes",23,"female",17,"Knowledge","Binary"
"11360","Ability","Darrel","s16037","de5a43985156a022e44511202ccd5449","Yes",23,"female",17,"Ignorance","Binary"
"11361","Luck","Emma","s16037","de5a43985156a022e44511202ccd5449","Yes",23,"female",17,"Gettier","Binary"
"11368","Luck","Emma","s16041","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Ignorance","VAS"
"11370","Luck","Darrel","s16041","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","VAS"
"11377","Luck","Darrel","s16045","de5a43985156a022e44511202ccd5449","Yes",31,"male",17,"Ignorance","VAS"
"11378","Luck","Gerald","s16045","de5a43985156a022e44511202ccd5449","Yes",31,"male",17,"Knowledge","VAS"
"11379","Luck","Emma","s16045","de5a43985156a022e44511202ccd5449","Yes",31,"male",17,"Gettier","VAS"
"11389","Ability","Darrel","s16052","de5a43985156a022e44511202ccd5449","Yes",19,"female",15,"Gettier","Binary"
"11390","Ability","Gerald","s16052","de5a43985156a022e44511202ccd5449","Yes",19,"female",15,"Knowledge","Binary"
"11391","Luck","Emma","s16052","de5a43985156a022e44511202ccd5449","Yes",19,"female",15,"Ignorance","Binary"
"11392","Ability","Darrel","s16053","de5a43985156a022e44511202ccd5449","Yes",23,"female",17,"Knowledge","VAS"
"11393","Ability","Emma","s16053","de5a43985156a022e44511202ccd5449","Yes",23,"female",17,"Ignorance","VAS"
"11394","Luck","Gerald","s16053","de5a43985156a022e44511202ccd5449","Yes",23,"female",17,"Gettier","VAS"
"11404","Ability","Gerald","s16061","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","Binary"
"11405","Ability","Emma","s16061","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","Binary"
"11406","Ability","Darrel","s16061","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","Binary"
"11413","Ability","Gerald","s16066","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","VAS"
"11414","Luck","Emma","s16066","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","VAS"
"11415","Ability","Darrel","s16066","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","VAS"
"11417","Luck","Emma","s16067","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Gettier","Binary"
"11418","Ability","Darrel","s16067","de5a43985156a022e44511202ccd5449","Yes",20,"female",12,"Knowledge","Binary"
"11422","Luck","Gerald","s16070","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Ignorance","VAS"
"11423","Ability","Darrel","s16070","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Gettier","VAS"
"11424","Luck","Emma","s16070","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Knowledge","VAS"
"11434","Ability","Emma","s16077","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Ignorance","Binary"
"11435","Ability","Darrel","s16077","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Gettier","Binary"
"11436","Ability","Gerald","s16077","de5a43985156a022e44511202ccd5449","Yes",20,"female",14,"Knowledge","Binary"
"11446","Luck","Gerald","s16086","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Ignorance","Binary"
"11447","Ability","Darrel","s16086","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Gettier","Binary"
"11448","Luck","Emma","s16086","de5a43985156a022e44511202ccd5449","Yes",19,"female",13,"Knowledge","Binary"
"11470","Luck","Emma","s16097","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","Binary"
"11471","Ability","Darrel","s16097","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","Binary"
"11472","Luck","Gerald","s16097","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","Binary"
"11494","Luck","Emma","s16106","de5a43985156a022e44511202ccd5449","Yes",36,"female",16,"Knowledge","Binary"
"11495","Ability","Darrel","s16106","de5a43985156a022e44511202ccd5449","Yes",36,"female",16,"Ignorance","Binary"
"11496","Ability","Gerald","s16106","de5a43985156a022e44511202ccd5449","Yes",36,"female",16,"Gettier","Binary"
"11497","Luck","Gerald","s16108","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Ignorance","VAS"
"11498","Luck","Darrel","s16108","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Gettier","VAS"
"11499","Luck","Emma","s16108","de5a43985156a022e44511202ccd5449","Yes",21,"female",14,"Knowledge","VAS"
"11506","Luck","Emma","s16112","de5a43985156a022e44511202ccd5449","Yes",21,"male",18,"Ignorance","Binary"
"11507","Ability","Darrel","s16112","de5a43985156a022e44511202ccd5449","Yes",21,"male",18,"Gettier","Binary"
"11508","Ability","Gerald","s16112","de5a43985156a022e44511202ccd5449","Yes",21,"male",18,"Knowledge","Binary"
"11512","Luck","Emma","s16114","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Ignorance","Binary"
"11513","Luck","Gerald","s16114","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Gettier","Binary"
"11514","Ability","Darrel","s16114","de5a43985156a022e44511202ccd5449","Yes",20,"female",13,"Knowledge","Binary"
"11524","Ability","Darrel","s16118","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Ignorance","Binary"
"11525","Ability","Gerald","s16118","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Knowledge","Binary"
"11526","Ability","Emma","s16118","de5a43985156a022e44511202ccd5449","Yes",20,"female",15,"Gettier","Binary"
