"","know_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","vignette_order","cond_order"
"14525","Knows","Emma","s19122","bfe85dfa8a47470e2600b4bae1dfe4c1","No",30,"female",10,"Ignorance","GED","KIG"
"14526","Believes","Gerald","s19122","bfe85dfa8a47470e2600b4bae1dfe4c1","No",30,"female",10,"Knowledge","GED","KIG"
"14536","Believes","Gerald","s19128","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",13,"Ignorance","EGD","GIK"
"14537","Believes","Emma","s19128","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",13,"Gettier","EGD","GIK"
"14538","Knows","Darrel","s19128","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",13,"Knowledge","EGD","GIK"
"14548","Knows","Gerald","s19139","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Gettier","EDG","KIG"
"14550","Believes","Darrel","s19139","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Ignorance","EDG","KIG"
"14560","Knows","Darrel","s19151","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Knowledge","EDG","GKI"
"14561","Believes","Gerald","s19151","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Ignorance","EDG","GKI"
"14562","Believes","Emma","s19151","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Gettier","EDG","GKI"
"14566","Believes","Darrel","s19153","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",13,"Ignorance","DGE","IGK"
"14567","Believes","Emma","s19153","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",13,"Knowledge","DGE","IGK"
"14568","Knows","Gerald","s19153","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"female",13,"Gettier","DGE","IGK"
"14569","Believes","Darrel","s19156","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",17,"Ignorance","GED","GKI"
"14570","Believes","Gerald","s19156","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",17,"Gettier","GED","GKI"
"14571","Believes","Emma","s19156","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",17,"Knowledge","GED","GKI"
"14617","Knows","Emma","s19185","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",25,"male",12,"Gettier","EDG","GKI"
"14618","Believes","Gerald","s19185","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",25,"male",12,"Ignorance","EDG","GKI"
"14619","Knows","Darrel","s19185","a5e2ba5c7fcf9a90c4bc1b5ed666f57b","No",25,"male",12,"Knowledge","EDG","GKI"
"14620","Believes","Emma","s19188","bfe85dfa8a47470e2600b4bae1dfe4c1","No",50,"female",16,"Knowledge","GED","IKG"
"14621","Believes","Gerald","s19188","bfe85dfa8a47470e2600b4bae1dfe4c1","No",50,"female",16,"Ignorance","GED","IKG"
"14622","Knows","Darrel","s19188","bfe85dfa8a47470e2600b4bae1dfe4c1","No",50,"female",16,"Gettier","GED","IKG"
"14626","Knows","Gerald","s19194","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"male",13,"Gettier","DEG","IKG"
"14627","Believes","Emma","s19194","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"male",13,"Knowledge","DEG","IKG"
"14628","Knows","Darrel","s19194","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"male",13,"Ignorance","DEG","IKG"
"14641","Believes","Darrel","s19213","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",17,"Knowledge","GDE","IKG"
"14642","Believes","Gerald","s19213","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",17,"Ignorance","GDE","IKG"
"14643","Believes","Emma","s19213","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",17,"Gettier","GDE","IKG"
"14659","Knows","Gerald","s19232","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Knowledge","DEG","GIK"
"14660","Believes","Emma","s19232","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Ignorance","DEG","GIK"
"14661","Knows","Darrel","s19232","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Gettier","DEG","GIK"
"14674","Knows","Emma","s19250","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",8,"Ignorance","GDE","KGI"
"14675","Knows","Darrel","s19250","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",8,"Gettier","GDE","KGI"
"14677","Believes","Emma","s19253","bfe85dfa8a47470e2600b4bae1dfe4c1","No",54,"female",13,"Ignorance","EDG","IKG"
"14678","Believes","Gerald","s19253","bfe85dfa8a47470e2600b4bae1dfe4c1","No",54,"female",13,"Gettier","EDG","IKG"
"14679","Knows","Darrel","s19253","bfe85dfa8a47470e2600b4bae1dfe4c1","No",54,"female",13,"Knowledge","EDG","IKG"
"14704","Believes","Darrel","s19273","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",12,"Ignorance","DEG","IGK"
"14705","Believes","Emma","s19273","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",12,"Gettier","DEG","IGK"
"14706","Believes","Gerald","s19273","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",12,"Knowledge","DEG","IGK"
"14731","Believes","Emma","s19293","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"male",13,"Ignorance","EDG","IKG"
"14732","Knows","Darrel","s19293","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"male",13,"Knowledge","EDG","IKG"
"14733","Knows","Gerald","s19293","bfe85dfa8a47470e2600b4bae1dfe4c1","No",33,"male",13,"Gettier","EDG","IKG"
"14734","Knows","Gerald","s1930","d5450db323eeab9cf7bd57ecc95d3454","No",21,"male",17,"Knowledge","DEG","IGK"
"14735","Believes","Darrel","s1930","d5450db323eeab9cf7bd57ecc95d3454","No",21,"male",17,"Ignorance","DEG","IGK"
"14736","Believes","Emma","s1930","d5450db323eeab9cf7bd57ecc95d3454","No",21,"male",17,"Gettier","DEG","IGK"
"14743","Knows","Darrel","s19304","bfe85dfa8a47470e2600b4bae1dfe4c1","No",56,"female",13,"Knowledge","DGE","KGI"
"14744","Believes","Emma","s19304","bfe85dfa8a47470e2600b4bae1dfe4c1","No",56,"female",13,"Ignorance","DGE","KGI"
"14745","Knows","Gerald","s19304","bfe85dfa8a47470e2600b4bae1dfe4c1","No",56,"female",13,"Gettier","DGE","KGI"
"14746","Believes","Gerald","s1931","d5450db323eeab9cf7bd57ecc95d3454","Yes",21,"female",16,"Ignorance","GDE","IGK"
"14747","Believes","Emma","s1931","d5450db323eeab9cf7bd57ecc95d3454","Yes",21,"female",16,"Knowledge","GDE","IGK"
"14748","Knows","Darrel","s1931","d5450db323eeab9cf7bd57ecc95d3454","Yes",21,"female",16,"Gettier","GDE","IGK"
"14752","Believes","Emma","s1932","d5450db323eeab9cf7bd57ecc95d3454","No",25,"female",16,"Ignorance","DGE","KGI"
"14753","Believes","Gerald","s1932","d5450db323eeab9cf7bd57ecc95d3454","No",25,"female",16,"Gettier","DGE","KGI"
"14754","Believes","Darrel","s1932","d5450db323eeab9cf7bd57ecc95d3454","No",25,"female",16,"Knowledge","DGE","KGI"
"14770","Believes","Gerald","s19349","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"female",13,"Gettier","DEG","IKG"
"14771","Believes","Darrel","s19349","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"female",13,"Ignorance","DEG","IKG"
"14772","Believes","Emma","s19349","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"female",13,"Knowledge","DEG","IKG"
"14797","Knows","Darrel","s19365","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Knowledge","GED","GIK"
"14798","Believes","Emma","s19365","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Ignorance","GED","GIK"
"14799","Believes","Gerald","s19365","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Gettier","GED","GIK"
"14800","Knows","Gerald","s19367","bfe85dfa8a47470e2600b4bae1dfe4c1","No",52,"male",12,"Knowledge","DEG","GIK"
"14801","Believes","Darrel","s19367","bfe85dfa8a47470e2600b4bae1dfe4c1","No",52,"male",12,"Gettier","DEG","GIK"
"14802","Believes","Emma","s19367","bfe85dfa8a47470e2600b4bae1dfe4c1","No",52,"male",12,"Ignorance","DEG","GIK"
"14803","Knows","Darrel","s19368","bfe85dfa8a47470e2600b4bae1dfe4c1","No",53,"male",13,"Gettier","GDE","IGK"
"14804","Believes","Gerald","s19368","bfe85dfa8a47470e2600b4bae1dfe4c1","No",53,"male",13,"Ignorance","GDE","IGK"
"14805","Believes","Emma","s19368","bfe85dfa8a47470e2600b4bae1dfe4c1","No",53,"male",13,"Knowledge","GDE","IGK"
"14815","Believes","Gerald","s19375","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Ignorance","DEG","GKI"
"14816","Knows","Emma","s19375","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Knowledge","DEG","GKI"
"14817","Knows","Darrel","s19375","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Gettier","DEG","GKI"
"14833","Believes","Emma","s19388","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Gettier","DEG","KGI"
"14834","Knows","Darrel","s19388","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Knowledge","DEG","KGI"
"14835","Believes","Gerald","s19388","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",12,"Ignorance","DEG","KGI"
"14848","Knows","Darrel","s19397","bfe85dfa8a47470e2600b4bae1dfe4c1","No",30,"female",13,"Gettier","DEG","GIK"
"14849","Knows","Gerald","s19397","bfe85dfa8a47470e2600b4bae1dfe4c1","No",30,"female",13,"Knowledge","DEG","GIK"
"14850","Believes","Emma","s19397","bfe85dfa8a47470e2600b4bae1dfe4c1","No",30,"female",13,"Ignorance","DEG","GIK"
"14857","Knows","Darrel","s19412","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"female",13,"Ignorance","GED","KGI"
"14858","Believes","Emma","s19412","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"female",13,"Gettier","GED","KGI"
"14859","Believes","Gerald","s19412","bfe85dfa8a47470e2600b4bae1dfe4c1","No",29,"female",13,"Knowledge","GED","KGI"
"14869","Believes","Emma","s1942","d5450db323eeab9cf7bd57ecc95d3454","No",70,"male",13,"Knowledge","DGE","GIK"
"14870","Believes","Gerald","s1942","d5450db323eeab9cf7bd57ecc95d3454","No",70,"male",13,"Ignorance","DGE","GIK"
"14871","Knows","Darrel","s1942","d5450db323eeab9cf7bd57ecc95d3454","No",70,"male",13,"Gettier","DGE","GIK"
"14878","Believes","Emma","s19443","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"male",13,"Ignorance","EGD","IKG"
"14879","Knows","Gerald","s19443","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"male",13,"Knowledge","EGD","IKG"
"14880","Believes","Darrel","s19443","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"male",13,"Gettier","EGD","IKG"
"14890","Believes","Darrel","s19452","bfe85dfa8a47470e2600b4bae1dfe4c1","No",45,"female",10,"Gettier","GED","KIG"
"14891","Believes","Emma","s19452","bfe85dfa8a47470e2600b4bae1dfe4c1","No",45,"female",10,"Ignorance","GED","KIG"
"14892","Believes","Gerald","s19452","bfe85dfa8a47470e2600b4bae1dfe4c1","No",45,"female",10,"Knowledge","GED","KIG"
"14920","Believes","Emma","s19516","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Gettier","DGE","IKG"
"14921","Believes","Darrel","s19516","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Ignorance","DGE","IKG"
"14922","Believes","Gerald","s19516","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Knowledge","DGE","IKG"
"14932","Knows","Darrel","s1954","d5450db323eeab9cf7bd57ecc95d3454","No",19,"female",2,"Knowledge","GDE","GKI"
"14933","Believes","Emma","s1954","d5450db323eeab9cf7bd57ecc95d3454","No",19,"female",2,"Ignorance","GDE","GKI"
"14941","Believes","Darrel","s19553","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"male",12,"Ignorance","EGD","GKI"
"14942","Knows","Emma","s19553","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"male",12,"Gettier","EGD","GKI"
"14943","Knows","Gerald","s19553","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"male",12,"Knowledge","EGD","GKI"
"14944","Believes","Emma","s19554","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Gettier","EGD","GKI"
"14945","Believes","Darrel","s19554","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Ignorance","EGD","GKI"
"14946","Believes","Gerald","s19554","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",13,"Knowledge","EGD","GKI"
"14974","Knows","Gerald","s1959","d5450db323eeab9cf7bd57ecc95d3454","No",20,"male",13,"Ignorance","EGD","KIG"
"14975","Believes","Darrel","s1959","d5450db323eeab9cf7bd57ecc95d3454","No",20,"male",13,"Gettier","EGD","KIG"
"14976","Knows","Emma","s1959","d5450db323eeab9cf7bd57ecc95d3454","No",20,"male",13,"Knowledge","EGD","KIG"
"14980","Knows","Emma","s1961","d5450db323eeab9cf7bd57ecc95d3454","No",19,"female",13,"Knowledge","DEG","IKG"
"14981","Believes","Darrel","s1961","d5450db323eeab9cf7bd57ecc95d3454","No",19,"female",13,"Ignorance","DEG","IKG"
"14982","Believes","Gerald","s1961","d5450db323eeab9cf7bd57ecc95d3454","No",19,"female",13,"Gettier","DEG","IKG"
"14983","Believes","Gerald","s19612","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",12,"Ignorance","GED","IKG"
"14984","Believes","Darrel","s19612","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",12,"Gettier","GED","IKG"
"14985","Knows","Emma","s19612","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"female",12,"Knowledge","GED","IKG"
"14986","Knows","Gerald","s19614","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"female",13,"Knowledge","EDG","IGK"
"14987","Believes","Emma","s19614","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"female",13,"Ignorance","EDG","IGK"
"14988","Believes","Darrel","s19614","bfe85dfa8a47470e2600b4bae1dfe4c1","No",19,"female",13,"Gettier","EDG","IGK"
"14998","Believes","Gerald","s19632","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Gettier","GED","GIK"
"14999","Knows","Darrel","s19632","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Knowledge","GED","GIK"
"15000","Believes","Emma","s19632","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",12,"Ignorance","GED","GIK"
"15022","Believes","Emma","s19676","bfe85dfa8a47470e2600b4bae1dfe4c1","No",23,"female",12,"Gettier","EDG","GKI"
"15023","Believes","Gerald","s19676","bfe85dfa8a47470e2600b4bae1dfe4c1","No",23,"female",12,"Ignorance","EDG","GKI"
"15024","Knows","Darrel","s19676","bfe85dfa8a47470e2600b4bae1dfe4c1","No",23,"female",12,"Knowledge","EDG","GKI"
"15058","Believes","Emma","s1972","d5450db323eeab9cf7bd57ecc95d3454","No",18,"male",13,"Gettier","DGE","KIG"
"15059","Knows","Gerald","s1972","d5450db323eeab9cf7bd57ecc95d3454","No",18,"male",13,"Ignorance","DGE","KIG"
"15060","Knows","Darrel","s1972","d5450db323eeab9cf7bd57ecc95d3454","No",18,"male",13,"Knowledge","DGE","KIG"
"15067","Believes","Emma","s19725","1300dd2a365669443e58645538040b7e","No",67,"male",17,"Ignorance","GDE","GKI"
"15068","Knows","Gerald","s19725","1300dd2a365669443e58645538040b7e","No",67,"male",17,"Gettier","GDE","GKI"
"15069","Believes","Darrel","s19725","1300dd2a365669443e58645538040b7e","No",67,"male",17,"Knowledge","GDE","GKI"
"15070","Knows","Darrel","s19726","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",12,"Ignorance","DGE","IKG"
"15071","Knows","Emma","s19726","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",12,"Gettier","DGE","IKG"
"15072","Knows","Gerald","s19726","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",12,"Knowledge","DGE","IKG"
"15208","Knows","Darrel","s19879","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Ignorance","EGD","KGI"
"15209","Knows","Gerald","s19879","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Gettier","EGD","KGI"
"15210","Knows","Emma","s19879","bfe85dfa8a47470e2600b4bae1dfe4c1","No",20,"female",12,"Knowledge","EGD","KGI"
"15253","Believes","Gerald","s19948","bfe85dfa8a47470e2600b4bae1dfe4c1","No",31,"male",11,"Ignorance","GDE","IKG"
"15254","Knows","Darrel","s19948","bfe85dfa8a47470e2600b4bae1dfe4c1","No",31,"male",11,"Knowledge","GDE","IKG"
"15255","Believes","Emma","s19948","bfe85dfa8a47470e2600b4bae1dfe4c1","No",31,"male",11,"Gettier","GDE","IKG"
"15379","Knows","Darrel","s20137","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",14,"Gettier","EDG","KGI"
"15380","Knows","Gerald","s20137","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",14,"Ignorance","EDG","KGI"
"15381","Knows","Emma","s20137","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",14,"Knowledge","EDG","KGI"
"15382","Knows","Darrel","s20138","2c70764140dc2267dc65e463842c75dd","Yes",24,"female",18,"Knowledge","EDG","GKI"
"15383","Knows","Emma","s20138","2c70764140dc2267dc65e463842c75dd","Yes",24,"female",18,"Gettier","EDG","GKI"
"15384","Knows","Gerald","s20138","2c70764140dc2267dc65e463842c75dd","Yes",24,"female",18,"Ignorance","EDG","GKI"
"15385","Believes","Gerald","s20139","2c70764140dc2267dc65e463842c75dd","Yes",27,"female",18,"Ignorance","GDE","IKG"
"15386","Believes","Emma","s20139","2c70764140dc2267dc65e463842c75dd","Yes",27,"female",18,"Gettier","GDE","IKG"
"15387","Knows","Darrel","s20139","2c70764140dc2267dc65e463842c75dd","Yes",27,"female",18,"Knowledge","GDE","IKG"
"15388","Knows","Darrel","s20140","2c70764140dc2267dc65e463842c75dd","No",19,"female",13,"Knowledge","DEG","KIG"
"15389","Believes","Gerald","s20140","2c70764140dc2267dc65e463842c75dd","No",19,"female",13,"Gettier","DEG","KIG"
"15390","Believes","Emma","s20140","2c70764140dc2267dc65e463842c75dd","No",19,"female",13,"Ignorance","DEG","KIG"
"15391","Believes","Darrel","s20141","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Ignorance","EGD","GKI"
"15392","Believes","Emma","s20141","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Gettier","EGD","GKI"
"15393","Knows","Gerald","s20141","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Knowledge","EGD","GKI"
"15397","Believes","Emma","s20144","2c70764140dc2267dc65e463842c75dd","Yes",22,"male",15,"Ignorance","EGD","IGK"
"15398","Knows","Darrel","s20144","2c70764140dc2267dc65e463842c75dd","Yes",22,"male",15,"Knowledge","EGD","IGK"
"15399","Knows","Gerald","s20144","2c70764140dc2267dc65e463842c75dd","Yes",22,"male",15,"Gettier","EGD","IGK"
"15406","Believes","Darrel","s20148","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",18,"Gettier","GED","IKG"
"15407","Believes","Emma","s20148","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",18,"Knowledge","GED","IKG"
"15408","Believes","Gerald","s20148","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",18,"Ignorance","GED","IKG"
"15424","Knows","Darrel","s20157","2c70764140dc2267dc65e463842c75dd","Yes",21,"female",14,"Gettier","GDE","IGK"
"15425","Believes","Gerald","s20157","2c70764140dc2267dc65e463842c75dd","Yes",21,"female",14,"Ignorance","GDE","IGK"
"15426","Knows","Emma","s20157","2c70764140dc2267dc65e463842c75dd","Yes",21,"female",14,"Knowledge","GDE","IGK"
"15431","Believes","Darrel","s20159","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Ignorance","GDE","GIK"
"15432","Knows","Gerald","s20159","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Gettier","GDE","GIK"
"15433","Believes","Darrel","s20160","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Ignorance","EGD","KGI"
"15434","Knows","Gerald","s20160","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Gettier","EGD","KGI"
"15435","Knows","Emma","s20160","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Knowledge","EGD","KGI"
"15442","Believes","Gerald","s20163","2c70764140dc2267dc65e463842c75dd","No",22,"male",15,"Ignorance","EDG","GKI"
"15443","Knows","Darrel","s20163","2c70764140dc2267dc65e463842c75dd","No",22,"male",15,"Knowledge","EDG","GKI"
"15444","Believes","Emma","s20163","2c70764140dc2267dc65e463842c75dd","No",22,"male",15,"Gettier","EDG","GKI"
"15448","Believes","Darrel","s20165","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",12,"Gettier","EDG","IGK"
"15449","Believes","Emma","s20165","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",12,"Ignorance","EDG","IGK"
"15450","Believes","Gerald","s20165","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",12,"Knowledge","EDG","IGK"
"15463","Believes","Gerald","s20173","2c70764140dc2267dc65e463842c75dd","Yes",33,"female",14,"Ignorance","GED","IGK"
"15464","Believes","Emma","s20173","2c70764140dc2267dc65e463842c75dd","Yes",33,"female",14,"Gettier","GED","IGK"
"15465","Knows","Darrel","s20173","2c70764140dc2267dc65e463842c75dd","Yes",33,"female",14,"Knowledge","GED","IGK"
"15466","Believes","Emma","s20174","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Gettier","GED","KGI"
"15467","Believes","Darrel","s20174","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Ignorance","GED","KGI"
"15468","Believes","Gerald","s20174","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Knowledge","GED","KGI"
"15469","Knows","Emma","s20177","2c70764140dc2267dc65e463842c75dd","No",19,"female",12,"Knowledge","DEG","GKI"
"15470","Believes","Gerald","s20177","2c70764140dc2267dc65e463842c75dd","No",19,"female",12,"Ignorance","DEG","GKI"
"15471","Believes","Darrel","s20177","2c70764140dc2267dc65e463842c75dd","No",19,"female",12,"Gettier","DEG","GKI"
"15475","Believes","Emma","s20181","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",15,"Knowledge","EDG","KGI"
"15476","Believes","Darrel","s20181","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",15,"Gettier","EDG","KGI"
"15477","Believes","Gerald","s20181","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",15,"Ignorance","EDG","KGI"
"15487","Knows","Darrel","s20187","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Knowledge","GED","GIK"
"15488","Believes","Emma","s20187","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Ignorance","GED","GIK"
"15493","Believes","Gerald","s20191","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Ignorance","DEG","GKI"
"15494","Believes","Emma","s20191","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Knowledge","DEG","GKI"
"15495","Knows","Darrel","s20191","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",14,"Gettier","DEG","GKI"
"15502","Believes","Emma","s20195","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",16,"Knowledge","EDG","KGI"
"15503","Believes","Gerald","s20195","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",16,"Ignorance","EDG","KGI"
"15504","Knows","Darrel","s20195","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",16,"Gettier","EDG","KGI"
"15505","Believes","Darrel","s20197","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",13,"Ignorance","EGD","GKI"
"15506","Believes","Emma","s20197","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",13,"Gettier","EGD","GKI"
"15507","Knows","Gerald","s20197","2c70764140dc2267dc65e463842c75dd","Yes",20,"female",13,"Knowledge","EGD","GKI"
"15508","Believes","Emma","s20198","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",14,"Ignorance","DGE","GKI"
"15509","Believes","Darrel","s20198","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",14,"Gettier","DGE","GKI"
"15510","Knows","Gerald","s20198","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",14,"Knowledge","DGE","GKI"
"15520","Knows","Gerald","s20203","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",17,"Knowledge","GED","KIG"
"15521","Believes","Emma","s20203","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",17,"Ignorance","GED","KIG"
"15522","Knows","Darrel","s20203","2c70764140dc2267dc65e463842c75dd","Yes",23,"female",17,"Gettier","GED","KIG"
"15532","Believes","Emma","s20208","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",16,"Knowledge","GED","IKG"
"15533","Believes","Darrel","s20208","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",16,"Gettier","GED","IKG"
"15534","Believes","Gerald","s20208","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",16,"Ignorance","GED","IKG"
"15535","Knows","Darrel","s20209","2c70764140dc2267dc65e463842c75dd","Yes",21,"male",15,"Gettier","GDE","KGI"
"15536","Knows","Gerald","s20209","2c70764140dc2267dc65e463842c75dd","Yes",21,"male",15,"Knowledge","GDE","KGI"
"15537","Believes","Emma","s20209","2c70764140dc2267dc65e463842c75dd","Yes",21,"male",15,"Ignorance","GDE","KGI"
"15556","Knows","Emma","s20217","2c70764140dc2267dc65e463842c75dd","Yes",21,"male",15,"Knowledge","DEG","IKG"
"15557","Knows","Gerald","s20217","2c70764140dc2267dc65e463842c75dd","Yes",21,"male",15,"Gettier","DEG","IKG"
"15558","Believes","Darrel","s20217","2c70764140dc2267dc65e463842c75dd","Yes",21,"male",15,"Ignorance","DEG","IKG"
"15565","Knows","Gerald","s20220","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Gettier","EDG","KIG"
"15566","Believes","Darrel","s20220","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Ignorance","EDG","KIG"
"15567","Knows","Emma","s20220","2c70764140dc2267dc65e463842c75dd","Yes",19,"female",12,"Knowledge","EDG","KIG"
"15580","Believes","Emma","s20226","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",15,"Ignorance","EGD","IGK"
"15581","Knows","Gerald","s20226","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",15,"Gettier","EGD","IGK"
"15582","Knows","Darrel","s20226","2c70764140dc2267dc65e463842c75dd","Yes",22,"female",15,"Knowledge","EGD","IGK"
"15592","Knows","Emma","s20230","2c70764140dc2267dc65e463842c75dd","No",19,"male",14,"Knowledge","GDE","IGK"
"15593","Believes","Gerald","s20230","2c70764140dc2267dc65e463842c75dd","No",19,"male",14,"Ignorance","GDE","IGK"
"15594","Believes","Darrel","s20230","2c70764140dc2267dc65e463842c75dd","No",19,"male",14,"Gettier","GDE","IGK"
"15598","Believes","Darrel","s20233","2c70764140dc2267dc65e463842c75dd","No",20,"male",14,"Ignorance","EDG","GIK"
