"","reason_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond"
"22310","Reasonable","Gerald","s4203","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",25,"male",16,"Ignorance"
"22311","Unreasonable","Emma","s4203","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",25,"male",16,"Knowledge"
"22312","Reasonable","Gerald","s4206","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",21,"male",17,"Knowledge"
"22313","Unreasonable","Emma","s4206","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",21,"male",17,"Ignorance"
"22314","Unreasonable","Darrel","s4206","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",21,"male",17,"Gettier"
"22324","Reasonable","Darrel","s4214","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Ignorance"
"22325","Reasonable","Emma","s4214","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Gettier"
"22326","Reasonable","Gerald","s4214","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Knowledge"
"22357","Reasonable","Emma","s4226","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",11,"Ignorance"
"22358","Reasonable","Darrel","s4226","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",11,"Knowledge"
"22359","Unreasonable","Gerald","s4226","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",11,"Gettier"
"22381","Unreasonable","Gerald","s4256","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",13,"Gettier"
"22382","Reasonable","Emma","s4256","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",13,"Ignorance"
"22383","Reasonable","Darrel","s4256","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",13,"Knowledge"
"22384","Reasonable","Gerald","s4257","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Knowledge"
"22385","Reasonable","Emma","s4257","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Gettier"
"22386","Reasonable","Darrel","s4257","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Ignorance"
"22402","Reasonable","Darrel","s4266","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Ignorance"
"22403","Reasonable","Emma","s4266","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Knowledge"
"22404","Reasonable","Gerald","s4266","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Gettier"
"22408","Reasonable","Darrel","s4268","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Knowledge"
"22409","Unreasonable","Gerald","s4268","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Gettier"
"22410","Reasonable","Emma","s4268","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Ignorance"
"22441","Reasonable","Emma","s4285","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Ignorance"
"22442","Reasonable","Darrel","s4285","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Gettier"
"22443","Reasonable","Gerald","s4285","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Knowledge"
"22462","Reasonable","Gerald","s4323","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",25,"male",18,"Gettier"
"22463","Reasonable","Emma","s4323","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",25,"male",18,"Knowledge"
"22464","Reasonable","Darrel","s4323","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",25,"male",18,"Ignorance"
"22465","Reasonable","Gerald","s4325","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",13,"Knowledge"
"22466","Reasonable","Darrel","s4325","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",13,"Ignorance"
"22467","Unreasonable","Emma","s4325","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",13,"Gettier"
"22543","Reasonable","Gerald","s4357","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Gettier"
"22544","Reasonable","Emma","s4357","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Knowledge"
"22545","Reasonable","Darrel","s4357","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"male",13,"Ignorance"
"22555","Unreasonable","Gerald","s4368","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier"
"22556","Reasonable","Darrel","s4368","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance"
"22557","Reasonable","Emma","s4368","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge"
"22564","Reasonable","Gerald","s4373","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",13,"Gettier"
"22565","Reasonable","Emma","s4373","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",13,"Knowledge"
"22566","Reasonable","Darrel","s4373","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"male",13,"Ignorance"
"22585","Reasonable","Darrel","s4385","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",13,"Knowledge"
"22586","Reasonable","Emma","s4385","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",13,"Gettier"
"22587","Reasonable","Gerald","s4385","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"female",13,"Ignorance"
"22591","Reasonable","Darrel","s4387","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Ignorance"
"22592","Reasonable","Emma","s4387","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Gettier"
"22593","Reasonable","Gerald","s4387","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",13,"Knowledge"
"22621","Reasonable","Gerald","s4403","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",34,"male",12,"Gettier"
"22622","Reasonable","Darrel","s4403","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",34,"male",12,"Ignorance"
"22623","Reasonable","Emma","s4403","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",34,"male",12,"Knowledge"
"22624","Reasonable","Gerald","s4409","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Knowledge"
"22625","Reasonable","Darrel","s4409","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Ignorance"
"22626","Reasonable","Emma","s4409","20e15d6f0eb0520239a9f7921b1ee905","Yes",25,"female",18,"Gettier"
"22633","Reasonable","Emma","s4415","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"male",12,"Ignorance"
"22634","Reasonable","Darrel","s4415","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"male",12,"Gettier"
"22635","Reasonable","Gerald","s4415","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"male",12,"Knowledge"
"22639","Reasonable","Darrel","s4423","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",12,"Knowledge"
"22640","Reasonable","Gerald","s4423","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",12,"Gettier"
"22641","Reasonable","Emma","s4423","20e15d6f0eb0520239a9f7921b1ee905","Yes",19,"female",12,"Ignorance"
"22675","Reasonable","Emma","s4490","20e15d6f0eb0520239a9f7921b1ee905","Yes",35,"female",16,"Knowledge"
"22676","Reasonable","Darrel","s4490","20e15d6f0eb0520239a9f7921b1ee905","Yes",35,"female",16,"Gettier"
"22677","Reasonable","Gerald","s4490","20e15d6f0eb0520239a9f7921b1ee905","Yes",35,"female",16,"Ignorance"
"22687","Unreasonable","Darrel","s4503","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Gettier"
"22688","Unreasonable","Emma","s4503","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Ignorance"
"22689","Reasonable","Gerald","s4503","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Knowledge"
"22696","Reasonable","Emma","s4506","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Gettier"
"22697","Reasonable","Gerald","s4506","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Knowledge"
"22698","Unreasonable","Darrel","s4506","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"male",13,"Ignorance"
"22711","Reasonable","Gerald","s4513","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"female",15,"Knowledge"
"22712","Reasonable","Darrel","s4513","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"female",15,"Gettier"
"22713","Reasonable","Emma","s4513","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"female",15,"Ignorance"
"22720","Reasonable","Gerald","s4519","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier"
"22721","Reasonable","Darrel","s4519","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge"
"22722","Unreasonable","Emma","s4519","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance"
"22732","Reasonable","Emma","s4523","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",13,"Ignorance"
"22733","Reasonable","Darrel","s4523","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",13,"Gettier"
"22734","Reasonable","Gerald","s4523","bfe85dfa8a47470e2600b4bae1dfe4c1","No",24,"female",13,"Knowledge"
"22750","Reasonable","Emma","s4529","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Knowledge"
"22751","Reasonable","Darrel","s4529","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Ignorance"
"22752","Reasonable","Gerald","s4529","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",13,"Gettier"
"22762","Reasonable","Emma","s4533","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",13,"Gettier"
"22763","Reasonable","Darrel","s4533","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",13,"Knowledge"
"22765","Reasonable","Emma","s4534","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Ignorance"
"22766","Reasonable","Gerald","s4534","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Knowledge"
"22767","Reasonable","Darrel","s4534","bfe85dfa8a47470e2600b4bae1dfe4c1","No",26,"male",12,"Gettier"
"22768","Unreasonable","Gerald","s4535","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Ignorance"
"22770","Reasonable","Emma","s4535","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",22,"female",12,"Knowledge"
"22783","Reasonable","Darrel","s4540","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",16,"Gettier"
"22784","Reasonable","Gerald","s4540","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",16,"Ignorance"
"22785","Reasonable","Emma","s4540","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",16,"Knowledge"
"22790","Reasonable","Emma","s4542","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Gettier"
"22791","Reasonable","Gerald","s4542","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Ignorance"
"22798","Reasonable","Emma","s4546","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Gettier"
"22799","Reasonable","Gerald","s4546","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Knowledge"
"22800","Reasonable","Darrel","s4546","bfe85dfa8a47470e2600b4bae1dfe4c1","No",21,"male",13,"Ignorance"
"22810","Reasonable","Darrel","s4560","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Ignorance"
"22811","Reasonable","Emma","s4560","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier"
"22812","Reasonable","Gerald","s4560","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge"
"22819","Reasonable","Darrel","s4564","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",14,"Knowledge"
"22820","Reasonable","Emma","s4564","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",14,"Gettier"
"22821","Reasonable","Gerald","s4564","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",19,"male",14,"Ignorance"
"22834","Reasonable","Gerald","s4570","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",37,"female",13,"Knowledge"
"22835","Reasonable","Darrel","s4570","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",37,"female",13,"Ignorance"
"22836","Reasonable","Emma","s4570","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",37,"female",13,"Gettier"
"22840","Reasonable","Gerald","s4572","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge"
"22841","Reasonable","Emma","s4572","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier"
"22842","Reasonable","Darrel","s4572","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance"
"22846","Reasonable","Gerald","s4574","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge"
"22847","Reasonable","Emma","s4574","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier"
"22848","Unreasonable","Darrel","s4574","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Ignorance"
"22858","Reasonable","Darrel","s4581","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Knowledge"
"22859","Reasonable","Emma","s4581","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Ignorance"
"22860","Reasonable","Gerald","s4581","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Gettier"
"22876","Reasonable","Emma","s4589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Gettier"
"22877","Reasonable","Gerald","s4589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Ignorance"
"22878","Reasonable","Darrel","s4589","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Knowledge"
"22900","Reasonable","Darrel","s4599","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Gettier"
"22901","Reasonable","Emma","s4599","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Knowledge"
"22902","Reasonable","Gerald","s4599","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Ignorance"
"22907","Reasonable","Emma","s4601","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge"
"22908","Reasonable","Gerald","s4601","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance"
"22975","Reasonable","Darrel","s4658","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Ignorance"
"22977","Reasonable","Gerald","s4658","20e15d6f0eb0520239a9f7921b1ee905","Yes",22,"female",17,"Knowledge"
"22978","Reasonable","Gerald","s4662","20e15d6f0eb0520239a9f7921b1ee905","Yes",27,"female",16,"Gettier"
"22979","Reasonable","Darrel","s4662","20e15d6f0eb0520239a9f7921b1ee905","Yes",27,"female",16,"Ignorance"
"22980","Reasonable","Emma","s4662","20e15d6f0eb0520239a9f7921b1ee905","Yes",27,"female",16,"Knowledge"
"22990","Reasonable","Gerald","s4673","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"male",17,"Knowledge"
"22991","Reasonable","Emma","s4673","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"male",17,"Ignorance"
"22992","Reasonable","Darrel","s4673","20e15d6f0eb0520239a9f7921b1ee905","Yes",32,"male",17,"Gettier"
"22993","Reasonable","Emma","s4676","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Gettier"
"22994","Reasonable","Gerald","s4676","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Ignorance"
"22995","Reasonable","Darrel","s4676","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"male",13,"Knowledge"
"22999","Reasonable","Emma","s4680","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",27,"male",14,"Gettier"
"23000","Reasonable","Darrel","s4680","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",27,"male",14,"Knowledge"
"23001","Reasonable","Gerald","s4680","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",27,"male",14,"Ignorance"
"23011","Reasonable","Darrel","s4687","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Ignorance"
"23012","Reasonable","Gerald","s4687","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Gettier"
"23013","Reasonable","Emma","s4687","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"female",12,"Knowledge"
"23023","Reasonable","Emma","s4695","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",11,"Gettier"
"23024","Reasonable","Gerald","s4695","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",11,"Ignorance"
"23025","Reasonable","Darrel","s4695","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",11,"Knowledge"
"23029","Reasonable","Gerald","s4701","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Knowledge"
"23030","Reasonable","Darrel","s4701","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Ignorance"
"23031","Unreasonable","Emma","s4701","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",13,"Gettier"
"23038","Reasonable","Darrel","s4708","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Knowledge"
"23039","Reasonable","Emma","s4708","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Ignorance"
"23040","Reasonable","Gerald","s4708","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",12,"Gettier"
"23047","Reasonable","Emma","s4711","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"female",18,"Knowledge"
"23048","Reasonable","Gerald","s4711","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"female",18,"Gettier"
"23049","Reasonable","Darrel","s4711","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"female",18,"Ignorance"
"23068","Unreasonable","Gerald","s4721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",11,"Knowledge"
"23069","Reasonable","Darrel","s4721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",11,"Ignorance"
"23070","Unreasonable","Emma","s4721","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",23,"female",11,"Gettier"
"23074","Reasonable","Emma","s4723","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",30,"female",16,"Ignorance"
"23075","Reasonable","Darrel","s4723","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",30,"female",16,"Gettier"
"23076","Reasonable","Gerald","s4723","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",30,"female",16,"Knowledge"
"23080","Reasonable","Emma","s4729","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",12,"Knowledge"
"23081","Unreasonable","Gerald","s4729","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",12,"Gettier"
"23082","Reasonable","Darrel","s4729","25c0099bdeb9900e64b3f1e17ea9cf32","No",23,"female",12,"Ignorance"
"23083","Reasonable","Emma","s4730","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"male",13,"Ignorance"
"23084","Reasonable","Gerald","s4730","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"male",13,"Gettier"
"23085","Reasonable","Darrel","s4730","bfe85dfa8a47470e2600b4bae1dfe4c1","No",32,"male",13,"Knowledge"
"23086","Reasonable","Gerald","s4731","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Knowledge"
"23087","Reasonable","Emma","s4731","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Ignorance"
"23088","Reasonable","Darrel","s4731","bfe85dfa8a47470e2600b4bae1dfe4c1","No",18,"male",12,"Gettier"
"23089","Reasonable","Darrel","s4732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Gettier"
"23090","Reasonable","Gerald","s4732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Knowledge"
"23091","Reasonable","Emma","s4732","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"male",12,"Ignorance"
"23101","Reasonable","Darrel","s4736","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Gettier"
"23102","Unreasonable","Gerald","s4736","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Knowledge"
"23103","Reasonable","Emma","s4736","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",20,"female",12,"Ignorance"
"23110","Reasonable","Gerald","s4739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Ignorance"
"23111","Reasonable","Emma","s4739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Knowledge"
"23112","Reasonable","Darrel","s4739","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",19,"male",12,"Gettier"
"23125","Reasonable","Emma","s4744","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"female",12,"Gettier"
"23126","Reasonable","Darrel","s4744","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"female",12,"Knowledge"
"23127","Reasonable","Gerald","s4744","bfe85dfa8a47470e2600b4bae1dfe4c1","No",22,"female",12,"Ignorance"
"23128","Reasonable","Darrel","s4745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Ignorance"
"23129","Reasonable","Gerald","s4745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Knowledge"
"23130","Reasonable","Emma","s4745","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",24,"female",13,"Gettier"
"23134","Unreasonable","Gerald","s4747","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Gettier"
"23135","Reasonable","Darrel","s4747","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Ignorance"
"23136","Reasonable","Emma","s4747","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",21,"female",13,"Knowledge"
"23140","Reasonable","Gerald","s4749","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Gettier"
"23141","Reasonable","Emma","s4749","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Knowledge"
"23142","Reasonable","Darrel","s4749","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",18,"female",12,"Ignorance"
"23173","Reasonable","Gerald","s4760","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",13,"Knowledge"
"23174","Reasonable","Emma","s4760","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",13,"Ignorance"
"23175","Reasonable","Darrel","s4760","bfe85dfa8a47470e2600b4bae1dfe4c1","Yes",25,"female",13,"Gettier"
"23185","Unreasonable","Emma","s4766","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Ignorance"
"23186","Reasonable","Gerald","s4766","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Gettier"
"23187","Reasonable","Darrel","s4766","20e15d6f0eb0520239a9f7921b1ee905","Yes",21,"female",17,"Knowledge"
"23191","Reasonable","Emma","s4778","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"female",17,"Knowledge"
"23192","Reasonable","Gerald","s4778","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"female",17,"Ignorance"
"23193","Reasonable","Darrel","s4778","25c0099bdeb9900e64b3f1e17ea9cf32","No",26,"female",17,"Gettier"
"23203","Reasonable","Emma","s4782","25c0099bdeb9900e64b3f1e17ea9cf32","No",29,"male",18,"Gettier"
"23204","Unreasonable","Gerald","s4782","25c0099bdeb9900e64b3f1e17ea9cf32","No",29,"male",18,"Ignorance"
"23205","Reasonable","Darrel","s4782","25c0099bdeb9900e64b3f1e17ea9cf32","No",29,"male",18,"Knowledge"
"23206","Reasonable","Emma","s4783","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",17,"Ignorance"
"23207","Reasonable","Gerald","s4783","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",17,"Gettier"
"23208","Reasonable","Darrel","s4783","20e15d6f0eb0520239a9f7921b1ee905","Yes",24,"female",17,"Knowledge"
"23227","Reasonable","Gerald","s4808","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",15,"Ignorance"
"23228","Reasonable","Darrel","s4808","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",15,"Gettier"
"23229","Reasonable","Emma","s4808","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",20,"male",15,"Knowledge"
"23233","Reasonable","Darrel","s4811","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"male",16,"Ignorance"
"23234","Reasonable","Emma","s4811","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"male",16,"Knowledge"
"23235","Reasonable","Gerald","s4811","10fe64c77bdcdd1f63c4f6f6767bd834","Yes",22,"male",16,"Gettier"
"23248","Reasonable","Gerald","s4825","25c0099bdeb9900e64b3f1e17ea9cf32","No",20,"female",13,"Knowledge"
"23249","Reasonable","Darrel","s4825","25c0099bdeb9900e64b3f1e17ea9cf32","No",20,"female",13,"Ignorance"
"23250","Reasonable","Emma","s4825","25c0099bdeb9900e64b3f1e17ea9cf32","No",20,"female",13,"Gettier"
"23257","Reasonable","Darrel","s4828","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Ignorance"
"23258","Reasonable","Gerald","s4828","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Knowledge"
"23259","Reasonable","Emma","s4828","25c0099bdeb9900e64b3f1e17ea9cf32","No",22,"female",16,"Gettier"
"23263","Reasonable","Emma","s4830","25c0099bdeb9900e64b3f1e17ea9cf32","No",25,"male",12,"Knowledge"
"23264","Reasonable","Darrel","s4830","25c0099bdeb9900e64b3f1e17ea9cf32","No",25,"male",12,"Gettier"
"23265","Reasonable","Gerald","s4830","25c0099bdeb9900e64b3f1e17ea9cf32","No",25,"male",12,"Ignorance"
"23275","Reasonable","Gerald","s4834","3e1f2a5e94450c8371562c74671ace76","Yes",21,"male",16,"Ignorance"
"23276","Reasonable","Emma","s4834","3e1f2a5e94450c8371562c74671ace76","Yes",21,"male",16,"Knowledge"
"23281","Reasonable","Gerald","s4841","3e1f2a5e94450c8371562c74671ace76","Yes",25,"female",17,"Ignorance"
"23282","Reasonable","Darrel","s4841","3e1f2a5e94450c8371562c74671ace76","Yes",25,"female",17,"Knowledge"
"23283","Reasonable","Emma","s4841","3e1f2a5e94450c8371562c74671ace76","Yes",25,"female",17,"Gettier"
"23284","Reasonable","Gerald","s4842","3e1f2a5e94450c8371562c74671ace76","Yes",20,"female",16,"Ignorance"
"23285","Reasonable","Darrel","s4842","3e1f2a5e94450c8371562c74671ace76","Yes",20,"female",16,"Knowledge"
"23286","Reasonable","Emma","s4842","3e1f2a5e94450c8371562c74671ace76","Yes",20,"female",16,"Gettier"
