"id","survey_lang","purpose","1","2","3","score_1","score_2","score_3","count","sum","exclude","nonsense","coder"
"s3559","zho","TEST","test","test",NA,"2","2",NA,2,4,TRUE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4052","zho","考驗邏輯分析能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4057","zho","判斷opinion跟fact","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4058","zho","悖論嗎?","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4080","zho","是否能夠相信自己對於眼前訊息的判斷","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4081","zho","探討知道與不知道能不能最為認為某件事情的對與錯的原因。","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4087","zho","有沒有好好看清楚題目","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4088","zho","題目看起來都很相似，但給人的感覺有些不同，導致回答問題時會有完全不一樣的答案。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4122","zho","研究一般人對於故事中人物的想法是如何，知道他是真的知道還是依靠直覺去做判斷","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4140","zho","看受試者對於文字敘述的理解力。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4142","zho","對於文字的資訊判別，是否有能力判斷，或去懷疑其真偽？？","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4145","zho","測試大眾語言理解能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4159","zho","測驗閱讀理解力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4160","zho","不清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4161","zho","研究問卷的可信度，想了解填問卷的人，是否認真看完題目，再回答問題?","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4188","zho","其實不太清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4191","zho","因為故事主角的特質和實際結果，影響我們對於 """"""""他所判斷的事物的正確性"""""""" 的想法","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4194","zho","不清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4203","zho","研究人類的認知判斷情況","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4206","zho","不清楚但想知道。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4292","zho","不清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4309","zho","奢侈品的價值","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4323","zho","語言能力？","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4325","zho","用語言引導人對一個情境的想法","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4372","zho","與邏輯或是閱讀推論能力和細心程度有關？？","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4394","zho","i dont know","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4395","zho","人的認知跟事實上的差距","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4414","zho","可能是研究語言理解能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4435","zho","探討知識的正確性","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4468","zho","本研究似乎想強調眼前所見未必真實","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4473","zho","受試者對敘述文字真實性的認知判斷能力（？","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4477","zho","誤導性標示....吧？","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4513","zho","人類思考能力的普遍性","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4562","zho","沒有","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4564","zho","客觀評價上對於事實真相的判別之類的XD和當局者迷有點像的感覺?","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4595","zho","無。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4614","zho","我認為是透過選擇「事實」與「猜想」間的「偶然」、「必然」性與「運氣」、是否有「專業背景」的問題判斷","yes","no",NA,"2","0",NA,2,2,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4630","zho","探討人的心理，使人會懷疑自己的答案是否正確。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4654","zho","沒有","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4655","zho","透過情境，了解受是再再情境中對詞語語境的判斷及使用，並包含部分受試者對自然環境的理解","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4656","zho","探究主觀認定","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4679","zho","TEST delete data","test","test",NA,"2","2",NA,2,4,TRUE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4715","zho","探討人類是否被主觀看法蒙蔽","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4716","zho","邏輯思考","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4798","zho","研究人類對於知識的真實性了解與否。","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4808","zho","根據不同的描述、類似的事件是否會做出不同的判斷","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4811","zho","測驗專注力，和看事情的角度(?)","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4872","zho","耐心","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4879","zho","探就 眼見是否為憑? 自己所看到的真實是真實嗎?","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4891","zho","看受試者在判斷文本問題的過程中是否有帶入自己（第三者/旁觀者）的想法","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4896","zho","為了知道人怎麼想?","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s4961","zho","邏輯思考，文章視讀的能力研究","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5018","zho","是非邏輯判斷能力","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5087","zho","研究人類心理對於事情的理解","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5138","zho","能否分辨「真的知道」或「相信自己知道」","yes","no",NA,"2","0",NA,2,2,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5211","zho","人們的邏輯","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5237","zho","了解人類對於模玲兩可的問題選擇","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5326","zho","了解對於人對於是非的判斷","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5556","zho","邏輯性?? 每個題目很像但是不同情境下會想選出不同答案 可是又很疑惑自己選的是不是符合參考答案","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5562","zho","研究語言文字與個體判斷能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5636","zho","研究對於認知的判斷","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5637","zho","不確定，但感覺是針對旁觀者對故事中角色判斷所認定事物的看法","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5643","zho","探討人們對於文字敘述的邏輯真實性","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5728","zho","測驗讀者的閱讀理解能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5744","zho","測驗對情境故事的理解程度","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5752","zho","不確定但實際上正確的事可以算知道嗎","yes","no",NA,"2","0",NA,2,2,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5760","zho","利用故事情境題目，測試讀者的思辨能力。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5787","zho","為了瞭解受測者對故事的理解程度","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5826","zho","對於文字真實性判斷","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5930","zho","人的判斷能力?","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s5932","zho","探討語病以及回答一致性嗎","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6038","zho","是不是知識論相關？ ","yes","no",NA,"2","0",NA,2,2,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6073","zho","不清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6079","zho","了解大家判斷東西的正確性是否會因疲倦被影響","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6094","zho","有沒有能分辨是非的能力，跟相信自己判斷力的程度","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6109","zho","了解人類判別知識真實性能力，為假訊息防範進行研究","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6132","zho","測試閱讀方式","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6157","zho","TEST","test","test",NA,"2","2",NA,2,4,TRUE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s620","eng","To see the perception of the people participating in the study on whether or not another person's perception is believable or not.","no",NA,"no","0",NA,"0",2,0,FALSE,FALSE,"_OEQ_EL_ENG_ FINISHED.xlsx, _OEQ_JM_ENG FINISHED.xlsx, _OEQ_SPS_ENG FINISHED.xlsx"
"s6280","zho","閱讀能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6347","zho","探討藉由觀看一段文字 判斷文字所敘述的事情對你而言是什麼感受","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6361","zho","了解人從第三者角度看待他人判斷事情的真偽正確與否，第三者會認為是靠運氣還是實力","yes","maybe",NA,"2","1",NA,2,3,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6431","zho","考驗閱讀能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6484","zho","認知判斷","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6555","zho","探討有關判斷的人類行為","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6700","zho","留白","no","na",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6710","zho","判斷事情給的條件越充分 判斷就越可靠?","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6732","zho","對於訊息解讀的能力。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6800","zho","判斷人的邏輯思考趨勢","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s6903","tur",NA,"na","na",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_AO_TUR FINISHED.xlsx, _OEQ_GZT_TUR FINISHED.xlsx, _OEQ_SO_TUR _ FINISHED.xlsx"
"s715","zho","TEST","test","test",NA,"2","2",NA,2,4,TRUE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7222","tur",NA,"na","na",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_AO_TUR FINISHED.xlsx, _OEQ_GZT_TUR FINISHED.xlsx, _OEQ_SO_TUR _ FINISHED.xlsx"
"s7533","zho","TEST SOPHIA","test","test",NA,"2","2",NA,2,4,TRUE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7573","zho","判斷事情認知上與實際情況上的分別","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7593","zho","可能是語意邏輯及表達的研究（事實上不太清楚．．．．）","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7594","zho","測試人類對文字的理解方式","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7596","zho","閱讀理解（？）","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7652","zho","判別受試者對於專家及民眾的知識信任程度,換言之,企圖分辨受試者是否因為物品分別者是專家就較相信他的能力","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7658","zho","不清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7742","zho","不清楚","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s7944","zho","閱讀及資訊整理的能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s8012","zho","看一般人對於既定印象所做的判斷是否可信/有道理的","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s8018","zho","辨別想法中的真實性","maybe","no",NA,"1","0",NA,2,1,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s8057","zho","考驗讀者辨析能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s8182","zho","判斷閱讀者閱讀能力","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
"s8897","zho","測試理解能力。","no","no",NA,"0","0",NA,2,0,FALSE,FALSE,"_OEQ_JL_ZHO FINISHED.xlsx, _OEQ_WC_ZHO FINISHED.xlsx"
